Purchase_ID,Purchase_Line_Number,Date_ID,Transaction_Date,Document_ID,Product_ID,Supplier_ID,Employee_ID,Business_Line_ID,Account_ID,PO_Number,Supplier_Invoice_Number,Purchase_Type,Payment_Terms,Payment_Status,Delivery_Status,Quantity_Ordered,Quantity_Received,Unit_Cost,Freight_Cost,Tax_Pct,Warehouse_Destination,Incoterms,Currency,Exchange_Rate,Quality_Check_Status,Defect_Rate_Pct,Approved_By,Received_By,Notes,Expected_Delivery_Date,Actual_Delivery_Date,Net_Amount,Tax_Amount,Total_Amount,Total_Amount_RON,Quantity_Variance,Delivery_Delay_Days
6041,4,20230527,2023-05-27 00:00:00,DOC001268,PRD00141,SUPP00055,EMP00025,BL001,ACC20002,PO-260731,SINV-915710,Stock,Net 60,Paid,Delivered,148,110,315.25,51.58,19,WH_Cluj,EXW,RON,1.047,Passed,2.79,EMP00046,EMP00221,Partial Delivery,2023-06-21 00:00:00,2023-07-02 00:00:00,34677.5,6588.72,41317.8,43259.74,-38,11
6042,2,20240906,2024-09-06 00:00:00,DOC002640,PRD00325,SUPP00087,EMP00215,BL001,ACC20002,PO-924143,SINV-598778,Stock,Net 30,Pending,Delivered,131,67,136.58,133.3,19,WH_Bucharest,EXW,EUR,1.0353,N/A,1.88,EMP00074,EMP00141,Delayed,2024-09-13 00:00:00,2024-09-19 00:00:00,9150.86,1738.66,11022.82,11411.93,-64,6
6043,2,20231219,2023-12-19 00:00:00,DOC001087,PRD00232,SUPP00152,EMP00189,BL006,ACC20001,PO-807025,SINV-957381,Stock,Net 60,Partial,Delivered,100,272,55.32,151.02,19,WH_Timisoara,EXW,RON,0.9635,Passed,1.29,EMP00226,EMP00206,,2024-01-11 00:00:00,2023-12-25 00:00:00,15047.04,2858.94,18057,17397.92,172,-17
6044,7,20230915,2023-09-15 00:00:00,DOC003367,PRD00197,SUPP00119,EMP00189,BL006,ACC20001,PO-653651,SINV-334736,Direct,Prepaid,Paid,Pending,362,77,339.65,87.71,19,WH_Timisoara,EXW,RON,1.0308,Failed,0.35,EMP00111,EMP00141,,2023-10-27 00:00:00,2023-11-01 00:00:00,26153.05,4969.08,31209.84,32171.1,-285,5
6045,14,20230307,2023-03-07 00:00:00,DOC003367,PRD00233,SUPP00184,EMP00175,BL006,ACC20001,PO-314622,SINV-235600,Stock,Prepaid,Paid,Delivered,459,66,237.08,149.08,19,WH_Cluj,CIF,RON,0.963,Passed,2.81,EMP00013,EMP00061,,2023-03-17 00:00:00,2023-04-18 00:00:00,15647.28,2972.98,18769.34,18074.87,-393,32
6046,1,20230514,2023-05-14 00:00:00,DOC004243,PRD00194,SUPP00096,EMP00039,BL006,ACC20002,PO-271276,SINV-308686,Stock,Net 30,Paid,Delivered,65,489,47.46,86.96,19,WH_Bucharest,DDP,RON,1.0082,Passed,2.26,EMP00100,EMP00140,,2023-05-26 00:00:00,2023-05-23 00:00:00,23207.94,4409.51,27704.41,27931.59,424,-3
6047,6,20241104,2024-11-04 00:00:00,DOC003845,PRD00419,SUPP00161,EMP00175,BL006,ACC20001,PO-590736,SINV-455498,Stock,Prepaid,Paid,Delivered,281,281,447.8,153.97,19,WH_Cluj,EXW,RON,0.9792,Passed,3.48,EMP00150,EMP00231,,2024-11-23 00:00:00,2024-11-25 00:00:00,125831.8,23908.04,149893.81,146776.02,0,2
6048,8,20251010,2025-10-10 00:00:00,DOC002307,PRD00032,SUPP00126,EMP00200,BL004,ACC20001,PO-304939,SINV-464846,Service,Net 30,Paid,Pending,430,404,71.79,27.03,19,WH_Cluj,DDP,RON,0.9707,Passed,3.92,EMP00042,EMP00216,,2025-11-23 00:00:00,2025-11-10 00:00:00,29003.16,5510.6,34540.79,33528.74,-26,-13
6049,5,20230309,2023-03-09 00:00:00,DOC003526,PRD00066,SUPP00105,EMP00245,BL003,ACC20001,PO-936154,SINV-809360,Stock,Net 30,Pending,Delivered,203,326,141.86,71.56,19,WH_Timisoara,EXW,USD,1.0408,Passed,3.3,EMP00224,EMP00055,,2023-04-03 00:00:00,2023-04-05 00:00:00,46246.36,8786.81,55104.73,57353,123,2
6050,4,20240828,2024-08-28 00:00:00,DOC001034,PRD00385,SUPP00176,EMP00007,BL002,ACC20001,PO-774851,SINV-646295,Stock,Net 60,Paid,Pending,326,52,219.72,196.43,19,WH_Timisoara,EXW,RON,0.9773,Passed,2.45,EMP00117,EMP00005,,2024-09-27 00:00:00,2024-09-03 00:00:00,11425.44,2170.83,13792.7,13479.61,-274,-24
6051,12,20250115,2025-01-15 00:00:00,DOC000177,PRD00443,SUPP00033,EMP00192,BL006,ACC20001,PO-433645,SINV-360459,Stock,Net 30,Overdue,Delivered,499,119,344.53,169.86,19,WH_Cluj,EXW,RON,1.0438,Pending,4.47,EMP00031,EMP00234,,2025-01-24 00:00:00,2025-03-02 00:00:00,40999.07,7789.82,48958.75,51103.14,-380,37
6052,6,20230806,2023-08-06 00:00:00,DOC002655,PRD00143,SUPP00119,EMP00073,BL002,ACC20001,PO-108325,SINV-799444,Stock,Prepaid,Paid,Pending,211,93,490.27,20.36,19,WH_Timisoara,DDP,USD,1.0225,Passed,2.08,EMP00206,EMP00007,,2023-08-23 00:00:00,2023-09-07 00:00:00,45595.11,8663.07,54278.54,55499.81,-118,15
6053,7,20250201,2025-02-01 00:00:00,DOC002506,PRD00399,SUPP00075,EMP00039,BL002,ACC20002,PO-831656,SINV-904908,Direct,Net 60,Paid,In Transit,115,355,223.1,182.88,19,WH_Cluj,DDP,RON,1.0461,Passed,4.75,EMP00017,EMP00224,,2025-02-08 00:00:00,2025-03-12 00:00:00,79200.5,15048.1,94431.48,98784.77,240,32
6054,7,20250714,2025-07-14 00:00:00,DOC000201,PRD00186,SUPP00012,EMP00200,BL006,ACC20001,PO-745378,SINV-151708,Stock,Net 60,Paid,Delivered,175,78,443.49,14.44,19,WH_Cluj,CIF,RON,1.0499,Passed,4.01,EMP00021,EMP00086,,2025-08-17 00:00:00,2025-08-12 00:00:00,34592.22,6572.52,41179.18,43234.02,-97,-5
6055,7,20251203,2025-12-03 00:00:00,DOC000087,PRD00471,SUPP00015,EMP00007,BL002,ACC20001,PO-743644,SINV-770498,Stock,Net 30,Paid,In Transit,392,454,45.16,70.97,19,WH_Bucharest,EXW,EUR,0.9635,Passed,4.9,EMP00070,EMP00142,Delayed,2025-12-23 00:00:00,2026-01-16 00:00:00,20502.64,3895.5,24469.11,23575.99,62,24
6056,7,20230311,2023-03-11 00:00:00,DOC001079,PRD00247,SUPP00006,EMP00073,BL004,ACC20002,PO-788499,SINV-995728,Stock,Net 30,Partial,Pending,135,306,494.41,145.5,19,WH_Timisoara,CIF,RON,0.9745,Failed,2.44,EMP00101,EMP00231,Delayed,2023-04-02 00:00:00,2023-03-26 00:00:00,151289.46,28745,180179.96,175585.37,171,-7
6057,10,20251225,2025-12-25 00:00:00,DOC001789,PRD00392,SUPP00100,EMP00243,BL005,ACC20001,PO-253308,SINV-785874,Service,Net 90,Paid,Delivered,442,495,23.9,32.26,19,WH_Cluj,FOB,RON,1.0271,Passed,1.26,EMP00202,EMP00151,,2026-01-22 00:00:00,2026-01-06 00:00:00,11830.5,2247.8,14110.56,14492.96,53,-16
6058,11,20240429,2024-04-29 00:00:00,DOC003418,PRD00356,SUPP00061,EMP00189,BL004,ACC20001,PO-282741,SINV-688036,Stock,Net 60,Paid,In Transit,403,130,313.09,73.88,19,WH_Bucharest,DDP,RON,1.0281,Passed,0.88,EMP00164,EMP00128,,2024-05-14 00:00:00,2024-06-13 00:00:00,40701.7,7733.32,48508.9,49872,-273,30
6059,11,20251209,2025-12-09 00:00:00,DOC001580,PRD00342,SUPP00053,EMP00149,BL004,ACC20001,PO-503279,SINV-722294,Stock,Net 60,Paid,In Transit,306,362,345.5,124.14,19,WH_Timisoara,FOB,RON,1.043,N/A,0.79,EMP00211,EMP00195,,2025-12-25 00:00:00,2026-01-21 00:00:00,125071,23763.49,148958.63,155363.85,56,27
6060,10,20250108,2025-01-08 00:00:00,DOC002091,PRD00326,SUPP00101,EMP00243,BL006,ACC20001,PO-396606,SINV-401277,Direct,Net 90,Paid,Delivered,67,430,145.33,70.02,19,WH_Timisoara,DDP,EUR,1.0381,Passed,4.55,EMP00166,EMP00168,,2025-01-21 00:00:00,2025-02-09 00:00:00,62491.9,11873.46,74435.38,77271.37,363,19
6061,13,20240623,2024-06-23 00:00:00,DOC003491,PRD00299,SUPP00023,EMP00119,BL001,ACC20002,PO-680666,SINV-692532,Direct,Net 30,Paid,Delivered,283,277,304.86,12.77,19,WH_Bucharest,DDP,USD,0.9531,Passed,3,EMP00013,EMP00243,,2024-07-30 00:00:00,2024-07-28 00:00:00,84446.22,16044.78,100503.77,95790.14,-6,-2
6062,12,20250731,2025-07-31 00:00:00,DOC000746,PRD00078,SUPP00145,EMP00099,BL003,ACC20002,PO-437814,SINV-550315,Stock,Net 60,Paid,In Transit,24,363,26.54,160.37,19,WH_Timisoara,DDP,EUR,1.0131,Passed,2.51,EMP00133,EMP00038,,2025-08-23 00:00:00,2025-09-15 00:00:00,9634.02,1830.46,11624.85,11777.14,339,23
6063,3,20240606,2024-06-06 00:00:00,DOC003131,PRD00091,SUPP00169,EMP00073,BL006,ACC20001,PO-488614,SINV-782292,Direct,Net 30,Pending,Delivered,497,464,469.51,126.82,19,WH_Timisoara,EXW,RON,1.0061,N/A,1.54,EMP00145,EMP00082,,2024-06-24 00:00:00,2024-07-11 00:00:00,217852.64,41392,259371.46,260953.63,-33,17
6064,7,20250524,2025-05-24 00:00:00,DOC002749,PRD00245,SUPP00059,EMP00010,BL003,ACC20002,PO-925724,SINV-820276,Stock,Net 90,Paid,Pending,201,74,396.72,112.4,19,WH_Bucharest,EXW,RON,0.9783,Passed,1.5,EMP00122,EMP00048,,2025-06-13 00:00:00,2025-07-11 00:00:00,29357.28,5577.88,35047.56,34287.03,-127,28
6065,15,20231028,2023-10-28 00:00:00,DOC003335,PRD00214,SUPP00142,EMP00135,BL006,ACC20002,PO-236457,SINV-290451,Stock,Net 60,Partial,Partial,37,58,277.34,20.36,19,WH_Timisoara,DDP,RON,0.9606,Passed,1.05,EMP00021,EMP00100,,2023-11-06 00:00:00,2023-11-04 00:00:00,16085.72,3056.29,19162.37,18407.37,21,-2
6066,10,20240305,2024-03-05 00:00:00,DOC001138,PRD00106,SUPP00112,EMP00099,BL006,ACC20002,PO-129312,SINV-702723,Stock,Net 60,Paid,In Transit,416,30,497.34,155.25,19,WH_Timisoara,CIF,RON,1.0096,Passed,0.29,EMP00169,EMP00227,,2024-04-11 00:00:00,2024-04-08 00:00:00,14920.2,2834.84,17910.29,18082.23,-386,-3
6067,11,20230824,2023-08-24 00:00:00,DOC002076,PRD00447,SUPP00182,EMP00031,BL002,ACC20002,PO-833343,SINV-906956,Direct,Net 60,Paid,In Transit,389,88,171.45,186.32,19,WH_Cluj,FOB,RON,1.0449,Passed,3.43,EMP00153,EMP00033,Partial Delivery,2023-09-12 00:00:00,2023-09-26 00:00:00,15087.6,2866.64,18140.56,18955.07,-301,14
6068,5,20240705,2024-07-05 00:00:00,DOC003521,PRD00376,SUPP00082,EMP00007,BL004,ACC20001,PO-658201,SINV-687851,Stock,Net 30,Paid,Delivered,305,100,142.05,145.83,19,WH_Cluj,CIF,EUR,0.9863,Passed,4.19,EMP00065,EMP00076,,2024-08-05 00:00:00,2024-07-20 00:00:00,14205,2698.95,17049.78,16816.2,-205,-16
6069,12,20250911,2025-09-11 00:00:00,DOC001198,PRD00123,SUPP00047,EMP00073,BL002,ACC20001,PO-474789,SINV-379960,Direct,Prepaid,Paid,Delivered,86,327,214.29,2.32,19,WH_Bucharest,DDP,RON,1.0391,Passed,2,EMP00095,EMP00202,,2025-10-15 00:00:00,2025-10-19 00:00:00,70072.83,13313.84,83388.99,86649.5,241,4
6070,1,20240418,2024-04-18 00:00:00,DOC001262,PRD00409,SUPP00164,EMP00163,BL006,ACC20001,PO-187316,SINV-408833,Service,Net 90,Paid,Pending,159,476,373.78,196.84,19,WH_Timisoara,FOB,EUR,0.9628,Passed,0.29,EMP00088,EMP00027,Rush Order,2024-05-27 00:00:00,2024-05-22 00:00:00,177919.28,33804.66,211920.78,204037.33,317,-5
6071,3,20230802,2023-08-02 00:00:00,DOC001058,PRD00368,SUPP00014,EMP00163,BL001,ACC20002,PO-577450,SINV-299304,Stock,Net 30,Paid,Delivered,171,236,95.18,162.3,19,WH_Bucharest,FOB,RON,1.0086,Passed,2.66,EMP00070,EMP00151,,2023-08-20 00:00:00,2023-08-21 00:00:00,22462.48,4267.87,26892.65,27123.93,65,1
6072,4,20230320,2023-03-20 00:00:00,DOC004725,PRD00462,SUPP00134,EMP00200,BL001,ACC20002,PO-121070,SINV-516021,Stock,Net 30,Paid,Delivered,128,362,47.16,191.8,19,WH_Timisoara,EXW,RON,1.0101,Passed,0.8,EMP00244,EMP00122,,2023-05-03 00:00:00,2023-04-01 00:00:00,17071.92,3243.66,20507.38,20714.5,234,-32
6073,9,20250105,2025-01-05 00:00:00,DOC004562,PRD00370,SUPP00026,EMP00200,BL004,ACC20002,PO-564642,SINV-165031,Stock,Net 30,Paid,Delivered,458,164,275.64,69.78,19,WH_Cluj,DDP,RON,0.9914,Passed,2.13,EMP00042,EMP00068,,2025-02-12 00:00:00,2025-01-21 00:00:00,45204.96,8588.94,53863.68,53400.45,-294,-22
6074,5,20230729,2023-07-29 00:00:00,DOC004628,PRD00109,SUPP00132,EMP00073,BL002,ACC20001,PO-629773,SINV-970592,Service,Net 60,Paid,Delivered,225,86,379.94,60.52,19,WH_Cluj,CIF,EUR,1.0404,Passed,5,EMP00240,EMP00004,,2023-08-10 00:00:00,2023-09-01 00:00:00,32674.84,6208.22,38943.58,40516.9,-139,22
6075,11,20240202,2024-02-02 00:00:00,DOC001692,PRD00023,SUPP00177,EMP00163,BL005,ACC20002,PO-507244,SINV-399529,Direct,Net 30,Paid,Delivered,450,220,341.56,135.92,19,WH_Cluj,FOB,RON,1.035,Passed,0.16,EMP00076,EMP00027,,2024-02-12 00:00:00,2024-03-11 00:00:00,75143.2,14277.21,89556.33,92690.8,-230,28
6076,15,20250319,2025-03-19 00:00:00,DOC000803,PRD00372,SUPP00099,EMP00194,BL002,ACC20002,PO-417336,SINV-257723,Direct,Net 90,Pending,Delivered,28,158,360.37,152.74,19,WH_Bucharest,CIF,RON,1.0259,Passed,4.84,EMP00015,EMP00030,,2025-04-23 00:00:00,2025-05-05 00:00:00,56938.46,10818.31,67909.51,69668.37,130,12
6077,9,20230207,2023-02-07 00:00:00,DOC002391,PRD00247,SUPP00195,EMP00189,BL006,ACC20002,PO-930515,SINV-917902,Stock,Net 30,Paid,Delivered,335,262,151.42,65.19,19,WH_Bucharest,FOB,RON,1.0017,Pending,4.98,EMP00249,EMP00164,Delayed,2023-02-14 00:00:00,2023-03-17 00:00:00,39672.04,7537.69,47274.92,47355.29,-73,31
6078,4,20251025,2025-10-25 00:00:00,DOC002559,PRD00457,SUPP00010,EMP00194,BL004,ACC20001,PO-316095,SINV-119790,Stock,Net 30,Paid,Pending,250,328,325.49,156.98,19,WH_Timisoara,CIF,EUR,1.0202,Passed,3.71,EMP00068,EMP00230,,2025-11-06 00:00:00,2025-11-03 00:00:00,106760.72,20284.54,127202.24,129771.73,78,-3
6079,12,20240630,2024-06-30 00:00:00,DOC004167,PRD00230,SUPP00186,EMP00189,BL003,ACC20001,PO-211093,SINV-113441,Stock,Net 30,Paid,Delivered,23,332,235.96,45.02,19,WH_Cluj,CIF,EUR,0.9617,Passed,0.17,EMP00137,EMP00112,Quality Issues,2024-07-08 00:00:00,2024-07-08 00:00:00,78338.72,14884.36,93268.1,89695.93,309,0
6080,10,20240415,2024-04-15 00:00:00,DOC000761,PRD00465,SUPP00060,EMP00250,BL001,ACC20001,PO-965017,SINV-525549,Service,Net 60,Paid,Delivered,153,432,346.77,62.11,19,WH_Cluj,CIF,EUR,1.0314,Passed,4.68,EMP00126,EMP00114,,2024-04-26 00:00:00,2024-05-25 00:00:00,149804.64,28462.88,178329.63,183929.18,279,29
6081,4,20230630,2023-06-30 00:00:00,DOC002531,PRD00218,SUPP00071,EMP00250,BL002,ACC20002,PO-160034,SINV-340550,Stock,Net 60,Overdue,Delivered,125,285,364.93,63.03,19,WH_Timisoara,DDP,RON,0.994,Pending,2.52,EMP00055,EMP00084,,2023-08-04 00:00:00,2023-07-28 00:00:00,104005.05,19760.96,123829.04,123086.07,160,-7
6082,3,20250919,2025-09-19 00:00:00,DOC002580,PRD00272,SUPP00046,EMP00039,BL003,ACC20002,PO-301489,SINV-175510,Direct,Net 60,Partial,Delivered,54,432,127.6,185.71,19,WH_Cluj,EXW,USD,0.9668,Passed,1.63,EMP00193,EMP00034,Partial Delivery,2025-10-10 00:00:00,2025-10-04 00:00:00,55123.2,10473.41,65782.32,63598.35,378,-6
6083,15,20250604,2025-06-04 00:00:00,DOC002408,PRD00393,SUPP00168,EMP00165,BL004,ACC20001,PO-169105,SINV-981798,Direct,Prepaid,Paid,Delivered,457,87,318.43,191.13,19,WH_Timisoara,DDP,RON,0.9581,Passed,3.92,EMP00181,EMP00125,,2025-06-25 00:00:00,2025-07-02 00:00:00,27703.41,5263.65,33158.19,31768.86,-370,7
6084,5,20230804,2023-08-04 00:00:00,DOC003687,PRD00312,SUPP00051,EMP00163,BL005,ACC20002,PO-477061,SINV-975299,Direct,COD,Paid,Delivered,89,232,375.3,87.92,19,WH_Timisoara,DDP,RON,1.0301,Passed,2.16,EMP00130,EMP00147,,2023-08-28 00:00:00,2023-09-15 00:00:00,87069.6,16543.22,103700.74,106822.13,143,18
6085,2,20240714,2024-07-14 00:00:00,DOC002272,PRD00494,SUPP00074,EMP00243,BL006,ACC20001,PO-646539,SINV-456130,Direct,Net 30,Paid,Delivered,128,393,462.45,93.51,19,WH_Bucharest,EXW,RON,0.9922,Passed,4.49,EMP00086,EMP00124,,2024-08-24 00:00:00,2024-07-22 00:00:00,181742.85,34531.14,216367.5,214679.83,265,-33
6086,3,20230320,2023-03-20 00:00:00,DOC000109,PRD00006,SUPP00106,EMP00149,BL003,ACC20002,PO-168545,SINV-843004,Asset,Net 30,Paid,Delivered,278,32,197.67,15.13,19,WH_Cluj,FOB,RON,0.9622,Pending,1.38,EMP00017,EMP00163,Quality Issues,2023-04-15 00:00:00,2023-04-08 00:00:00,6325.44,1201.83,7542.4,7257.3,-246,-7
6087,1,20240508,2024-05-08 00:00:00,DOC000301,PRD00276,SUPP00095,EMP00039,BL006,ACC20001,PO-187476,SINV-730657,Direct,Net 30,Paid,Delivered,334,31,241.52,45.8,19,WH_Cluj,CIF,RON,0.9761,Passed,1.55,EMP00247,EMP00120,,2024-06-01 00:00:00,2024-06-13 00:00:00,7487.12,1422.55,8955.47,8741.43,-303,12
6088,14,20240325,2024-03-25 00:00:00,DOC000875,PRD00027,SUPP00169,EMP00039,BL004,ACC20001,PO-417663,SINV-352041,Stock,Net 60,Overdue,Delivered,493,399,300.76,184.09,19,WH_Cluj,CIF,RON,0.9707,Passed,0.65,EMP00097,EMP00123,,2024-04-20 00:00:00,2024-04-10 00:00:00,120003.24,22800.62,142987.95,138798.4,-94,-10
6089,2,20240204,2024-02-04 00:00:00,DOC002160,PRD00167,SUPP00052,EMP00141,BL006,ACC20001,PO-744425,SINV-420261,Stock,Net 60,Overdue,Delivered,352,410,315.65,58.1,19,WH_Cluj,CIF,RON,1.0457,Passed,3.47,EMP00211,EMP00173,,2024-02-21 00:00:00,2024-03-05 00:00:00,129416.5,24589.14,154063.74,161104.45,58,13
6090,14,20230819,2023-08-19 00:00:00,DOC001588,PRD00284,SUPP00086,EMP00031,BL002,ACC20001,PO-675438,SINV-437154,Direct,Net 60,Paid,Delivered,491,151,62.73,131.4,19,WH_Timisoara,DDP,RON,1.0393,Passed,4.94,EMP00078,EMP00017,,2023-09-19 00:00:00,2023-10-02 00:00:00,9472.23,1799.72,11403.35,11851.5,-340,13
6091,6,20251109,2025-11-09 00:00:00,DOC003398,PRD00378,SUPP00087,EMP00010,BL006,ACC20002,PO-105918,SINV-180743,Stock,Net 90,Partial,Delivered,224,288,352.94,110.66,19,WH_Bucharest,CIF,RON,1.0487,Passed,3.76,EMP00125,EMP00138,,2025-11-27 00:00:00,2025-12-22 00:00:00,101646.72,19312.88,121070.26,126966.38,64,25
6092,13,20240512,2024-05-12 00:00:00,DOC002974,PRD00289,SUPP00082,EMP00163,BL005,ACC20002,PO-976963,SINV-979980,Stock,Net 60,Paid,Pending,480,54,306.7,39.22,19,WH_Cluj,CIF,RON,0.9735,Pending,2.87,EMP00185,EMP00133,Rush Order,2024-06-09 00:00:00,2024-06-25 00:00:00,16561.8,3146.74,19747.76,19224.44,-426,16
6093,10,20231127,2023-11-27 00:00:00,DOC004288,PRD00252,SUPP00078,EMP00163,BL002,ACC20002,PO-667247,SINV-935357,Direct,Net 30,Overdue,Delivered,443,85,425.36,28.43,19,WH_Bucharest,CIF,RON,1.0354,Passed,4.36,EMP00201,EMP00110,,2023-12-11 00:00:00,2023-12-07 00:00:00,36155.6,6869.56,43053.59,44577.69,-358,-4
6094,14,20241203,2024-12-03 00:00:00,DOC002982,PRD00475,SUPP00193,EMP00165,BL004,ACC20002,PO-432186,SINV-572160,Stock,Net 30,Paid,Delivered,293,385,79.77,147.66,19,WH_Cluj,EXW,EUR,0.9982,Passed,4.83,EMP00093,EMP00015,,2024-12-28 00:00:00,2024-12-10 00:00:00,30711.45,5835.18,36694.29,36628.24,92,-18
6095,12,20230701,2023-07-01 00:00:00,DOC004047,PRD00303,SUPP00076,EMP00141,BL005,ACC20001,PO-738987,SINV-459562,Stock,COD,Pending,Pending,419,206,321.74,27.63,19,WH_Cluj,DDP,RON,1.0485,Passed,2.17,EMP00037,EMP00180,Partial Delivery,2023-07-21 00:00:00,2023-08-10 00:00:00,66278.44,12592.9,78898.97,82725.57,-213,20
6096,7,20250416,2025-04-16 00:00:00,DOC003657,PRD00178,SUPP00104,EMP00163,BL002,ACC20002,PO-471245,SINV-582456,Stock,Net 60,Paid,Delivered,118,274,296.79,30.36,19,WH_Cluj,EXW,RON,1.0068,Passed,0.41,EMP00150,EMP00148,,2025-05-17 00:00:00,2025-04-23 00:00:00,81320.46,15450.89,96801.71,97459.96,156,-24
6097,10,20231017,2023-10-17 00:00:00,DOC000366,PRD00008,SUPP00123,EMP00163,BL003,ACC20001,PO-328295,SINV-177781,Direct,Prepaid,Paid,Delivered,53,324,429.77,188.7,19,WH_Cluj,FOB,RON,0.9515,Passed,0.11,EMP00022,EMP00233,,2023-10-25 00:00:00,2023-11-24 00:00:00,139245.48,26456.64,165890.82,157845.12,271,30
6098,9,20230925,2023-09-25 00:00:00,DOC000301,PRD00054,SUPP00009,EMP00135,BL006,ACC20001,PO-756538,SINV-859561,Stock,Net 30,Pending,Delivered,309,100,181.78,88.44,19,WH_Bucharest,EXW,RON,0.9727,Pending,4.8,EMP00015,EMP00028,,2023-10-10 00:00:00,2023-10-27 00:00:00,18178,3453.82,21720.26,21127.3,-209,17
6099,7,20240902,2024-09-02 00:00:00,DOC001773,PRD00393,SUPP00185,EMP00175,BL001,ACC20001,PO-812801,SINV-532667,Stock,Net 60,Partial,Partial,268,117,57.51,126.95,19,WH_Bucharest,DDP,EUR,1.0054,Pending,4.87,EMP00040,EMP00205,,2024-10-03 00:00:00,2024-09-17 00:00:00,6728.67,1278.45,8134.07,8177.99,-151,-16
6100,7,20230912,2023-09-12 00:00:00,DOC004694,PRD00320,SUPP00196,EMP00039,BL001,ACC20002,PO-272921,SINV-931704,Stock,Net 60,Paid,In Transit,161,168,481.29,150.35,19,WH_Cluj,CIF,USD,1.0279,Passed,4.99,EMP00217,EMP00115,,2023-10-08 00:00:00,2023-10-20 00:00:00,80856.72,15362.78,96369.85,99058.57,7,12
6101,9,20231126,2023-11-26 00:00:00,DOC004136,PRD00258,SUPP00125,EMP00141,BL002,ACC20002,PO-706802,SINV-102526,Stock,Prepaid,Pending,Delivered,424,453,24.95,28.24,19,WH_Timisoara,FOB,EUR,1.0278,N/A,1.34,EMP00104,EMP00153,,2024-01-02 00:00:00,2023-12-21 00:00:00,11302.35,2147.45,13478.04,13852.73,29,-12
6102,9,20250417,2025-04-17 00:00:00,DOC000331,PRD00369,SUPP00112,EMP00025,BL006,ACC20001,PO-431435,SINV-911086,Service,Net 60,Pending,Pending,411,241,265.15,65.1,19,WH_Timisoara,EXW,USD,1.0169,Passed,2.46,EMP00118,EMP00243,,2025-05-05 00:00:00,2025-04-24 00:00:00,63901.15,12141.22,76107.47,77393.69,-170,-11
6103,4,20250714,2025-07-14 00:00:00,DOC000730,PRD00413,SUPP00125,EMP00250,BL003,ACC20002,PO-116916,SINV-943600,Direct,Net 60,Paid,Delivered,69,278,330.29,130.09,19,WH_Bucharest,DDP,RON,0.9566,Pending,4.98,EMP00171,EMP00087,,2025-08-05 00:00:00,2025-09-01 00:00:00,91820.62,17445.92,109396.63,104648.82,209,27
6104,8,20230806,2023-08-06 00:00:00,DOC002034,PRD00242,SUPP00183,EMP00245,BL001,ACC20002,PO-121006,SINV-688043,Service,Net 90,Paid,Delivered,491,479,176.58,139.88,19,WH_Bucharest,CIF,RON,0.9832,Pending,0.54,EMP00228,EMP00071,Quality Issues,2023-09-05 00:00:00,2023-09-10 00:00:00,84581.82,16070.55,100792.25,99098.94,-12,5
6105,15,20230814,2023-08-14 00:00:00,DOC002095,PRD00083,SUPP00004,EMP00010,BL005,ACC20002,PO-416846,SINV-309199,Stock,Net 90,Partial,Delivered,249,266,479.11,88.49,19,WH_Timisoara,CIF,RON,1.0188,Passed,3.82,EMP00118,EMP00244,,2023-09-22 00:00:00,2023-08-27 00:00:00,127443.26,24214.22,151745.97,154598.79,17,-26
6106,14,20250608,2025-06-08 00:00:00,DOC002099,PRD00102,SUPP00190,EMP00141,BL003,ACC20002,PO-798280,SINV-621863,Stock,Net 30,Overdue,Delivered,265,481,494.52,81.79,19,WH_Cluj,CIF,EUR,0.9617,Passed,0.99,EMP00062,EMP00029,,2025-07-18 00:00:00,2025-07-03 00:00:00,237864.12,45194.18,283140.09,272295.82,216,-15
6107,7,20250124,2025-01-24 00:00:00,DOC000266,PRD00075,SUPP00152,EMP00192,BL006,ACC20001,PO-167473,SINV-687003,Asset,Net 30,Paid,Delivered,20,83,131.62,108.94,19,WH_Timisoara,CIF,RON,1.0087,Pending,0.13,EMP00196,EMP00074,,2025-02-03 00:00:00,2025-02-21 00:00:00,10924.46,2075.65,13109.05,13223.1,63,18
6108,5,20251022,2025-10-22 00:00:00,DOC001035,PRD00384,SUPP00080,EMP00200,BL004,ACC20001,PO-855551,SINV-954704,Service,Net 30,Partial,In Transit,392,189,133.2,61.75,19,WH_Bucharest,DDP,RON,0.9925,Passed,0.67,EMP00137,EMP00200,,2025-11-10 00:00:00,2025-12-05 00:00:00,25174.8,4783.21,30019.76,29794.61,-203,25
6109,10,20240318,2024-03-18 00:00:00,DOC003819,PRD00171,SUPP00136,EMP00200,BL005,ACC20002,PO-703610,SINV-534485,Direct,Prepaid,Paid,Delivered,35,309,452.92,50.7,19,WH_Timisoara,FOB,EUR,0.9701,Pending,1.23,EMP00071,EMP00049,,2024-04-26 00:00:00,2024-04-26 00:00:00,139952.28,26590.93,166593.91,161612.75,274,0
6110,1,20240826,2024-08-26 00:00:00,DOC002597,PRD00216,SUPP00091,EMP00189,BL003,ACC20001,PO-219867,SINV-500390,Service,COD,Pending,Delivered,214,323,446.37,115.04,19,WH_Timisoara,CIF,EUR,0.9709,Passed,1.66,EMP00160,EMP00064,Quality Issues,2024-10-09 00:00:00,2024-09-04 00:00:00,144177.51,27393.73,171686.28,166690.21,109,-35
