Sales_ID,Sales_Line_Number,Date_ID,Transaction_DateTime,Document_ID,Product_ID,Customer_ID,Employee_ID,Business_Line_ID,Account_ID,Order_Number,Invoice_Number,Sales_Channel,Payment_Method,Payment_Status,Delivery_Method,Quantity,Unit_Price,Unit_Cost,Discount_Pct,Tax_Pct,Promotion_Code,Customer_Segment_Override,Sales_Region,Warehouse_Location,Created_By,Modified_By,Is_Return,Return_Reason,Notes,Gross_Amount,Discount_Amount,Net_Amount,Tax_Amount,Total_Amount,Cost_Amount,Profit_Amount,Profit_Margin_Pct,Created_Date,Modified_Date
5316,7,20240607,2024-06-07 11:52:00,DOC000153,PRD00143,CUST000269,EMP00229,BL005,ACC10002,ORD-964431,INV-505976,In-Store,Credit Card,Paid,Pickup,97,525.09,183.04,0,19,FIRST_ORDER,,South,WH_Bucharest,EMP00210,EMP00237,0,,,50933.73,0,50933.73,9677.41,60611.14,17754.88,33178.85,65.14,2024-06-07 00:00:00,2024-06-10 00:00:00
5317,9,20240208,2024-02-08 12:27:00,DOC002722,PRD00289,CUST000331,EMP00036,BL005,ACC10002,ORD-737835,INV-729326,Phone,Credit Card,Paid,Pickup,35,722.08,52.66,0,19,SUMMER23,,South,WH_Bucharest,EMP00107,EMP00155,0,,,25272.8,0,25272.8,4801.83,30074.63,1843.1,23429.7,92.71,2024-02-08 00:00:00,2024-02-11 00:00:00
5318,7,20231209,2023-12-09 16:38:00,DOC002778,PRD00251,CUST000230,EMP00058,BL001,ACC10002,ORD-742782,INV-450752,Mobile App,Bank Transfer,Pending,Express,68,102.28,156.24,0,19,,,East,WH_Cluj,EMP00210,EMP00055,0,,,6955.04,0,6955.04,1321.46,8276.5,10624.32,-3669.28,-52.76,2023-12-09 00:00:00,2023-12-12 00:00:00
5319,10,20250310,2025-03-10 10:07:00,DOC001103,PRD00345,CUST000109,EMP00193,BL001,ACC10002,ORD-179724,INV-930435,In-Store,Cash,Paid,Express,24,147.02,349.92,0,19,,,East,WH_Cluj,EMP00071,EMP00176,0,,,3528.48,0,3528.48,670.41,4198.89,8398.08,-4869.6,-138.01,2025-03-10 00:00:00,2025-03-14 00:00:00
5320,3,20230802,2023-08-02 11:30:00,DOC001202,PRD00144,CUST000188,EMP00190,BL002,ACC10002,ORD-751816,INV-804221,In-Store,Credit Card,Paid,Express,15,170.68,301.14,0,19,,Corporate,East,WH_Timisoara,EMP00206,EMP00063,0,,,2560.2,0,2560.2,486.44,3046.64,4517.1,-1956.9,-76.44,2023-08-02 00:00:00,2023-08-06 00:00:00
5321,2,20251020,2025-10-20 17:06:00,DOC002252,PRD00085,CUST000747,EMP00168,BL001,ACC10002,ORD-486454,INV-335912,Online,Cash,Paid,Standard,5,909.83,86.22,0,19,,,West,WH_Timisoara,EMP00142,EMP00074,0,,,4549.15,0,4549.15,864.34,5413.49,431.1,4118.05,90.52,2025-10-20 00:00:00,2025-10-21 00:00:00
5322,7,20231118,2023-11-18 12:50:00,DOC000120,PRD00180,CUST000142,EMP00214,BL003,ACC10001,ORD-987619,INV-158987,Online,Credit Card,Paid,Standard,28,678.06,228.62,20,19,,,West,WH_Timisoara,EMP00061,EMP00205,0,,,18985.68,3797.14,15188.54,2885.82,18074.36,6401.36,8787.18,57.85,2023-11-18 00:00:00,2023-11-19 00:00:00
5323,10,20251214,2025-12-14 14:46:00,DOC003111,PRD00101,CUST000046,EMP00043,BL003,ACC10002,ORD-322884,INV-120425,Online,Credit Card,Paid,Standard,58,504.09,129.7,25,19,FIRST_ORDER,,Central,WH_Bucharest,EMP00114,EMP00231,0,,,29237.22,7309.3,21927.92,4166.3,26094.22,7522.6,14405.32,65.69,2025-12-14 00:00:00,2025-12-15 00:00:00
5324,8,20250222,2025-02-22 12:38:00,DOC000509,PRD00237,CUST000243,EMP00168,BL002,ACC10002,ORD-889174,INV-296790,Online,Credit Card,Paid,Pickup,89,87.07,210.55,20,19,,,North,WH_Bucharest,EMP00160,EMP00038,0,,,7749.23,1549.85,6199.38,1177.88,7377.26,18738.95,-12539.57,-202.27,2025-02-22 00:00:00,2025-02-24 00:00:00
5325,4,20250505,2025-05-05 16:16:00,DOC002227,PRD00337,CUST000773,EMP00105,BL002,ACC10002,ORD-647642,INV-300366,In-Store,Crypto,Paid,Standard,9,557.48,146.06,5,19,,,East,WH_Cluj,EMP00091,EMP00164,0,,Special Instructions,5017.32,250.87,4766.45,905.63,5672.08,1314.54,3451.91,72.42,2025-05-05 00:00:00,2025-05-06 00:00:00
5326,1,20251230,2025-12-30 13:52:00,DOC000008,PRD00418,CUST000751,EMP00105,BL004,ACC10002,ORD-458677,INV-925457,In-Store,Credit Card,Paid,Standard,1,183.68,30.66,15,19,,,South,WH_Cluj,EMP00047,EMP00190,0,,,183.68,27.55,156.13,29.66,185.79,30.66,125.47,80.36,2025-12-30 00:00:00,2026-01-03 00:00:00
5327,6,20251227,2025-12-27 10:56:00,DOC002589,PRD00205,CUST000141,EMP00214,BL001,ACC10001,ORD-321610,INV-787245,Online,Bank Transfer,Paid,Express,63,248.6,356.84,0,19,SUMMER23,,Central,WH_Cluj,EMP00217,EMP00135,0,,,15661.8,0,15661.8,2975.74,18637.54,22480.92,-6819.12,-43.54,2025-12-27 00:00:00,2025-12-27 00:00:00
5328,9,20230629,2023-06-29 13:49:00,DOC001578,PRD00290,CUST000152,EMP00037,BL004,ACC10002,ORD-521816,INV-613698,Mobile App,Credit Card,Pending,Express,19,968.78,300.88,25,19,,,East,WH_Cluj,EMP00142,EMP00158,0,,,18406.82,4601.7,13805.12,2622.97,16428.09,5716.72,8088.4,58.59,2023-06-29 00:00:00,2023-06-29 00:00:00
5329,4,20240115,2024-01-15 13:50:00,DOC002469,PRD00127,CUST000400,EMP00037,BL005,ACC10002,ORD-135019,INV-800023,Online,Credit Card,Paid,Standard,54,729.16,340.09,0,19,SUMMER23,,East,WH_Timisoara,EMP00203,EMP00149,0,,,39374.64,0,39374.64,7481.18,46855.82,18364.86,21009.78,53.36,2024-01-15 00:00:00,2024-01-17 00:00:00
5330,3,20250721,2025-07-21 19:56:00,DOC003028,PRD00427,CUST000541,EMP00229,BL006,ACC10002,ORD-490500,INV-119469,Online,Cash,Pending,Express,80,115.15,360.32,5,19,,,West,WH_Bucharest,EMP00119,EMP00071,0,,Special Instructions,9212,460.6,8751.4,1662.77,10414.17,28825.6,-20074.2,-229.38,2025-07-21 00:00:00,2025-07-25 00:00:00
5331,6,20240325,2024-03-25 17:34:00,DOC002701,PRD00445,CUST000019,EMP00187,BL006,ACC10001,ORD-182044,INV-612256,In-Store,Bank Transfer,Paid,Express,17,790.18,353.83,0,19,SUMMER23,,South,WH_Bucharest,EMP00096,EMP00151,0,,,13433.06,0,13433.06,2552.28,15985.34,6015.11,7417.95,55.22,2024-03-25 00:00:00,2024-03-27 00:00:00
5332,6,20230511,2023-05-11 08:55:00,DOC002048,PRD00463,CUST000593,EMP00113,BL003,ACC10001,ORD-591519,INV-968914,Online,PayPal,Pending,Same-Day,49,619.59,469.59,5,19,,Corporate,West,WH_Cluj,EMP00170,EMP00008,0,Damaged,,30359.91,1518,28841.91,5479.96,34321.87,23009.91,5832,20.22,2023-05-11 00:00:00,2023-05-15 00:00:00
5333,4,20250622,2025-06-22 14:21:00,DOC004089,PRD00361,CUST000956,EMP00003,BL002,ACC10002,ORD-513621,INV-998519,Online,Cash,Paid,Standard,2,314.32,419.67,20,19,,,South,WH_Timisoara,EMP00009,EMP00219,0,,,628.64,125.73,502.91,95.55,598.46,839.34,-336.43,-66.9,2025-06-22 00:00:00,2025-06-23 00:00:00
5334,7,20231126,2023-11-26 10:06:00,DOC003497,PRD00278,CUST000958,EMP00003,BL005,ACC10002,ORD-827865,INV-142571,Partner,Bank Transfer,Overdue,Standard,55,424.28,284.3,0,19,,,North,WH_Cluj,EMP00045,EMP00208,0,,,23335.4,0,23335.4,4433.73,27769.13,15636.5,7698.9,32.99,2023-11-26 00:00:00,2023-11-28 00:00:00
5335,2,20240928,2024-09-28 08:52:00,DOC003509,PRD00307,CUST000479,EMP00168,BL004,ACC10002,ORD-242458,INV-512149,In-Store,Credit Card,Pending,Pickup,52,316.54,65.69,0,19,,,Central,WH_Timisoara,EMP00095,EMP00120,0,,,16460.08,0,16460.08,3127.42,19587.5,3415.88,13044.2,79.25,2024-09-28 00:00:00,2024-09-29 00:00:00
5336,1,20230222,2023-02-22 08:09:00,DOC001551,PRD00260,CUST000176,EMP00187,BL005,ACC10001,ORD-420605,INV-771417,Online,PayPal,Paid,Standard,54,623.06,5.96,0,19,,,Central,WH_Timisoara,EMP00030,EMP00247,1,,,33645.24,0,33645.24,6392.6,40037.84,321.84,33323.4,99.04,2023-02-22 00:00:00,2023-02-23 00:00:00
5337,6,20240412,2024-04-12 12:27:00,DOC002595,PRD00253,CUST000221,EMP00049,BL005,ACC10001,ORD-312246,INV-912276,Online,Bank Transfer,Paid,Express,85,402.4,44.37,0,19,BLACK_FRIDAY,VIP,West,WH_Cluj,EMP00075,EMP00180,0,,,34204,0,34204,6498.76,40702.76,3771.45,30432.55,88.97,2024-04-12 00:00:00,2024-04-13 00:00:00
5338,3,20241001,2024-10-01 17:38:00,DOC003877,PRD00177,CUST000288,EMP00109,BL002,ACC10002,ORD-502174,INV-621100,Phone,Credit Card,Paid,Express,24,380.21,432.77,10,19,BLACK_FRIDAY,,Central,WH_Bucharest,EMP00174,EMP00226,0,,,9125.04,912.5,8212.54,1560.38,9772.92,10386.48,-2173.94,-26.47,2024-10-01 00:00:00,2024-10-04 00:00:00
5339,3,20240217,2024-02-17 17:57:00,DOC004882,PRD00239,CUST000558,EMP00037,BL001,ACC10002,ORD-569281,INV-568152,In-Store,Cash,Partial,Standard,74,886.33,447.27,25,19,SUMMER23,,East,WH_Timisoara,EMP00132,EMP00016,0,,,65588.42,16397.1,49191.32,9346.35,58537.67,33097.98,16093.34,32.72,2024-02-17 00:00:00,2024-02-19 00:00:00
5340,1,20251103,2025-11-03 09:42:00,DOC004637,PRD00167,CUST000593,EMP00214,BL002,ACC10001,ORD-636228,INV-337209,Online,Bank Transfer,Paid,Express,70,116.4,314.08,5,19,,Corporate,East,WH_Timisoara,EMP00234,EMP00050,0,Wrong Item,,8148,407.4,7740.6,1470.71,9211.31,21985.6,-14245,-184.03,2025-11-03 00:00:00,2025-11-04 00:00:00
5341,2,20240510,2024-05-10 09:57:00,DOC002894,PRD00215,CUST000583,EMP00037,BL002,ACC10001,ORD-936181,INV-695086,Phone,Cash,Paid,Standard,14,507.27,423.28,5,19,LOYALTY10,,West,WH_Cluj,EMP00157,EMP00012,0,,,7101.78,355.09,6746.69,1281.87,8028.56,5925.92,820.77,12.17,2024-05-10 00:00:00,2024-05-11 00:00:00
5342,3,20240103,2024-01-03 19:28:00,DOC003312,PRD00205,CUST000742,EMP00018,BL001,ACC10001,ORD-425246,INV-653707,Phone,Credit Card,Paid,Same-Day,20,339.15,458.25,0,19,,,West,WH_Bucharest,EMP00152,EMP00100,0,,,6783,0,6783,1288.77,8071.77,9165,-2382,-35.12,2024-01-03 00:00:00,2024-01-04 00:00:00
5343,1,20240622,2024-06-22 11:34:00,DOC001201,PRD00200,CUST000325,EMP00013,BL001,ACC10002,ORD-552654,INV-396567,In-Store,PayPal,Paid,Standard,79,28.61,55.66,10,19,,,East,WH_Timisoara,EMP00210,EMP00016,0,,,2260.19,226.02,2034.17,386.49,2420.66,4397.14,-2362.97,-116.16,2024-06-22 00:00:00,2024-06-23 00:00:00
5344,8,20240928,2024-09-28 17:58:00,DOC003168,PRD00001,CUST000984,EMP00002,BL002,ACC10002,ORD-688290,INV-942319,Partner,PayPal,Paid,Standard,82,245.52,92.87,5,19,,,North,WH_Timisoara,EMP00148,EMP00033,0,,,20132.64,1006.63,19126.01,3633.94,22759.95,7615.34,11510.67,60.18,2024-09-28 00:00:00,2024-10-02 00:00:00
5345,6,20240529,2024-05-29 18:52:00,DOC001132,PRD00169,CUST000952,EMP00249,BL001,ACC10002,ORD-113139,INV-775721,In-Store,Bank Transfer,Pending,Standard,29,493.1,261.67,15,19,LOYALTY10,,North,WH_Timisoara,EMP00059,EMP00127,0,,,14299.9,2144.98,12154.92,2309.43,14464.35,7588.43,4566.49,37.57,2024-05-29 00:00:00,2024-05-29 00:00:00
5346,9,20240425,2024-04-25 19:21:00,DOC000597,PRD00434,CUST000635,EMP00151,BL003,ACC10002,ORD-982203,INV-761648,In-Store,Credit Card,Paid,Pickup,80,643.43,60.6,10,19,FIRST_ORDER,,East,WH_Timisoara,EMP00206,EMP00216,0,,,51474.4,5147.44,46326.96,8802.12,55129.08,4848,41478.96,89.54,2024-04-25 00:00:00,2024-04-28 00:00:00
5347,1,20240218,2024-02-18 19:08:00,DOC003524,PRD00465,CUST000417,EMP00036,BL005,ACC10002,ORD-959949,INV-116255,Phone,Cash,Paid,Standard,54,811.26,157.35,20,19,,,West,WH_Bucharest,EMP00144,EMP00119,0,,Special Instructions,43808.04,8761.61,35046.43,6658.82,41705.25,8496.9,26549.53,75.76,2024-02-18 00:00:00,2024-02-22 00:00:00
5348,4,20230816,2023-08-16 14:35:00,DOC003549,PRD00273,CUST000496,EMP00036,BL005,ACC10002,ORD-608742,INV-671383,Mobile App,Credit Card,Paid,Express,58,836.67,132.48,0,19,SUMMER23,,Central,WH_Cluj,EMP00080,EMP00062,1,Customer Changed Mind,,48526.86,0,48526.86,9220.1,57746.96,7683.84,40843.02,84.17,2023-08-16 00:00:00,2023-08-19 00:00:00
5349,4,20230517,2023-05-17 15:07:00,DOC002557,PRD00264,CUST000023,EMP00058,BL004,ACC10002,ORD-159937,INV-183721,Online,Cash,Paid,Standard,80,689.99,367.11,20,19,,,South,WH_Cluj,EMP00167,EMP00237,0,,,55199.2,11039.84,44159.36,8390.28,52549.64,29368.8,14790.56,33.49,2023-05-17 00:00:00,2023-05-19 00:00:00
5350,5,20250301,2025-03-01 18:29:00,DOC002793,PRD00067,CUST000462,EMP00152,BL002,ACC10001,ORD-913421,INV-304398,Phone,PayPal,Paid,Standard,69,505.68,120.47,10,19,,Corporate,South,WH_Cluj,EMP00016,EMP00097,0,,Gift Wrap,34891.92,3489.19,31402.73,5966.52,37369.25,8312.43,23090.3,73.53,2025-03-01 00:00:00,2025-03-03 00:00:00
5351,2,20250414,2025-04-14 17:29:00,DOC001780,PRD00349,CUST000379,EMP00026,BL005,ACC10001,ORD-213706,INV-262825,In-Store,Credit Card,Paid,Standard,27,474.76,37.02,25,19,,,North,WH_Bucharest,EMP00041,EMP00116,0,,,12818.52,3204.63,9613.89,1826.64,11440.53,999.54,8614.35,89.6,2025-04-14 00:00:00,2025-04-14 00:00:00
5352,1,20240416,2024-04-16 14:55:00,DOC003560,PRD00118,CUST000610,EMP00058,BL005,ACC10001,ORD-729259,INV-953948,Online,Credit Card,Paid,Same-Day,59,881.09,450.68,10,19,BLACK_FRIDAY,,North,WH_Timisoara,EMP00115,EMP00049,0,,,51984.31,5198.43,46785.88,8889.32,55675.2,26590.12,20195.76,43.17,2024-04-16 00:00:00,2024-04-17 00:00:00
5353,9,20240601,2024-06-01 16:57:00,DOC002064,PRD00086,CUST000189,EMP00190,BL005,ACC10002,ORD-237505,INV-571074,Online,Credit Card,Paid,Standard,55,898.03,66.13,25,19,BLACK_FRIDAY,,South,WH_Timisoara,EMP00142,EMP00055,0,,,49391.65,12347.91,37043.74,7038.31,44082.05,3637.15,33406.59,90.18,2024-06-01 00:00:00,2024-06-02 00:00:00
5354,5,20231101,2023-11-01 14:30:00,DOC003680,PRD00235,CUST000644,EMP00168,BL001,ACC10001,ORD-995341,INV-783368,Online,Bank Transfer,Paid,Pickup,28,183.76,304.06,15,19,,,North,WH_Cluj,EMP00202,EMP00013,0,,,5145.28,771.79,4373.49,830.96,5204.45,8513.68,-4140.19,-94.67,2023-11-01 00:00:00,2023-11-05 00:00:00
5355,8,20241016,2024-10-16 11:21:00,DOC003432,PRD00322,CUST000449,EMP00003,BL001,ACC10001,ORD-685940,INV-963881,Mobile App,Cash,Partial,Standard,32,447.25,425.58,0,19,,,West,WH_Cluj,EMP00155,EMP00136,0,,,14312,0,14312,2719.28,17031.28,13618.56,693.44,4.85,2024-10-16 00:00:00,2024-10-20 00:00:00
5356,3,20230630,2023-06-30 16:43:00,DOC003419,PRD00258,CUST000642,EMP00249,BL005,ACC10002,ORD-230788,INV-461670,Partner,Cash,Paid,Standard,6,802.74,372.2,0,19,,,East,WH_Bucharest,EMP00143,EMP00204,0,,,4816.44,0,4816.44,915.12,5731.56,2233.2,2583.24,53.63,2023-06-30 00:00:00,2023-07-04 00:00:00
5357,4,20230130,2023-01-30 16:30:00,DOC002600,PRD00496,CUST000349,EMP00003,BL003,ACC10002,ORD-999327,INV-447584,Mobile App,Cash,Paid,Standard,65,650.14,212.79,0,19,,,West,WH_Cluj,EMP00248,EMP00168,0,,,42259.1,0,42259.1,8029.23,50288.33,13831.35,28427.75,67.27,2023-01-30 00:00:00,2023-01-30 00:00:00
5358,4,20250829,2025-08-29 10:39:00,DOC002333,PRD00017,CUST000698,EMP00003,BL001,ACC10001,ORD-331909,INV-228464,Online,Credit Card,Paid,Express,52,352.87,336.54,10,19,FIRST_ORDER,,Central,WH_Timisoara,EMP00153,EMP00231,0,,,18349.24,1834.92,16514.32,3137.72,19652.04,17500.08,-985.76,-5.97,2025-08-29 00:00:00,2025-09-02 00:00:00
5359,6,20250203,2025-02-03 17:46:00,DOC001487,PRD00073,CUST000841,EMP00098,BL005,ACC10002,ORD-897345,INV-681679,Mobile App,Credit Card,Paid,Standard,43,432.6,360.11,5,19,,,South,WH_Timisoara,EMP00140,EMP00124,0,,,18601.8,930.09,17671.71,3357.62,21029.33,15484.73,2186.98,12.38,2025-02-03 00:00:00,2025-02-03 00:00:00
5360,4,20230209,2023-02-09 15:27:00,DOC001917,PRD00161,CUST000028,EMP00098,BL004,ACC10002,ORD-239053,INV-719795,Online,Bank Transfer,Paid,Express,11,962.13,274.51,25,19,,,South,WH_Timisoara,EMP00122,EMP00214,1,,,10583.43,2645.86,7937.57,1508.14,9445.71,3019.61,4917.96,61.96,2023-02-09 00:00:00,2023-02-13 00:00:00
5361,5,20230706,2023-07-06 08:45:00,DOC001020,PRD00477,CUST000673,EMP00214,BL005,ACC10002,ORD-732526,INV-531939,Phone,Cash,Overdue,Same-Day,72,776.19,474.42,20,19,LOYALTY10,,West,WH_Bucharest,EMP00072,EMP00033,0,,,55885.68,11177.14,44708.54,8494.62,53203.16,34158.24,10550.3,23.6,2023-07-06 00:00:00,2023-07-10 00:00:00
5362,5,20231115,2023-11-15 09:04:00,DOC000652,PRD00221,CUST000279,EMP00113,BL006,ACC10001,ORD-477629,INV-205517,Online,Bank Transfer,Paid,Express,21,614.2,468.55,5,19,SUMMER23,,South,WH_Bucharest,EMP00027,EMP00247,0,,,12898.2,644.91,12253.29,2328.13,14581.42,9839.55,2413.74,19.7,2023-11-15 00:00:00,2023-11-19 00:00:00
5363,8,20250101,2025-01-01 15:16:00,DOC003338,PRD00182,CUST000596,EMP00018,BL006,ACC10001,ORD-782184,INV-901889,Online,Credit Card,Paid,Same-Day,78,985.1,364.63,0,19,,,North,WH_Timisoara,EMP00028,EMP00227,1,,,76837.8,0,76837.8,14599.18,91436.98,28441.14,48396.66,62.99,2025-01-01 00:00:00,2025-01-03 00:00:00
5364,9,20250610,2025-06-10 15:51:00,DOC003783,PRD00364,CUST000887,EMP00193,BL002,ACC10002,ORD-825265,INV-165059,Online,Credit Card,Paid,Standard,25,783.03,418.05,0,19,SUMMER23,,East,WH_Bucharest,EMP00202,EMP00228,1,,,19575.75,0,19575.75,3719.39,23295.14,10451.25,9124.5,46.61,2025-06-10 00:00:00,2025-06-10 00:00:00
5365,8,20231120,2023-11-20 13:10:00,DOC004593,PRD00249,CUST000799,EMP00249,BL005,ACC10001,ORD-999792,INV-873358,Partner,Credit Card,Pending,Express,14,224.76,417.42,0,19,,,Central,WH_Timisoara,EMP00108,EMP00017,0,,,3146.64,0,3146.64,597.86,3744.5,5843.88,-2697.24,-85.72,2023-11-20 00:00:00,2023-11-23 00:00:00
5366,5,20250731,2025-07-31 15:21:00,DOC002469,PRD00454,CUST000048,EMP00081,BL002,ACC10001,ORD-456819,INV-930976,Phone,PayPal,Pending,Pickup,28,254.6,392.18,0,19,SUMMER23,,Central,WH_Timisoara,EMP00163,EMP00207,0,,,7128.8,0,7128.8,1354.47,8483.27,10981.04,-3852.24,-54.04,2025-07-31 00:00:00,2025-08-01 00:00:00
5367,6,20251202,2025-12-02 15:46:00,DOC004572,PRD00107,CUST000558,EMP00018,BL004,ACC10001,ORD-976545,INV-619217,In-Store,Credit Card,Paid,Standard,41,771.54,399.61,25,19,,VIP,Central,WH_Bucharest,EMP00051,EMP00201,0,,,31633.14,7908.28,23724.86,4507.72,28232.58,16384.01,7340.85,30.94,2025-12-02 00:00:00,2025-12-06 00:00:00
5368,4,20241017,2024-10-17 09:24:00,DOC004408,PRD00390,CUST000383,EMP00037,BL004,ACC10002,ORD-753878,INV-354779,Mobile App,Credit Card,Paid,Standard,11,79.57,169.89,15,19,,,East,WH_Timisoara,EMP00134,EMP00098,0,,,875.27,131.29,743.98,141.36,885.34,1868.79,-1124.81,-151.19,2024-10-17 00:00:00,2024-10-18 00:00:00
5369,2,20230623,2023-06-23 10:12:00,DOC004223,PRD00436,CUST000557,EMP00152,BL003,ACC10001,ORD-641039,INV-803335,In-Store,Cash,Paid,Standard,9,982.29,208.82,0,19,,,North,WH_Timisoara,EMP00037,EMP00047,0,,Rush Order,8840.61,0,8840.61,1679.72,10520.33,1879.38,6961.23,78.74,2023-06-23 00:00:00,2023-06-24 00:00:00
5370,5,20241115,2024-11-15 14:35:00,DOC003173,PRD00101,CUST000218,EMP00051,BL005,ACC10001,ORD-741601,INV-627388,Online,Credit Card,Pending,Same-Day,19,702.94,224.74,5,19,SUMMER23,,North,WH_Timisoara,EMP00133,EMP00089,0,,,13355.86,667.79,12688.07,2410.73,15098.8,4270.06,8418.01,66.35,2024-11-15 00:00:00,2024-11-19 00:00:00
5371,1,20251130,2025-11-30 10:53:00,DOC004165,PRD00301,CUST000607,EMP00037,BL001,ACC10001,ORD-466708,INV-744115,In-Store,Cash,Partial,Standard,24,158.58,285.49,0,19,,VIP,South,WH_Bucharest,EMP00184,EMP00193,0,,,3805.92,0,3805.92,723.12,4529.04,6851.76,-3045.84,-80.03,2025-11-30 00:00:00,2025-12-04 00:00:00
5372,1,20240213,2024-02-13 18:44:00,DOC003038,PRD00257,CUST000928,EMP00026,BL003,ACC10001,ORD-230527,INV-986799,Mobile App,Cash,Paid,Same-Day,46,955.31,403.53,0,19,,,South,WH_Bucharest,EMP00059,EMP00103,0,,,43944.26,0,43944.26,8349.41,52293.67,18562.38,25381.88,57.76,2024-02-13 00:00:00,2024-02-14 00:00:00
5373,1,20230629,2023-06-29 09:57:00,DOC003823,PRD00336,CUST000307,EMP00193,BL006,ACC10002,ORD-204364,INV-489455,Online,Crypto,Paid,Same-Day,41,945.88,350.87,5,19,,Corporate,West,WH_Timisoara,EMP00167,EMP00193,0,,,38781.08,1939.05,36842.03,6999.99,43842.02,14385.67,22456.36,60.95,2023-06-29 00:00:00,2023-06-29 00:00:00
5374,4,20250503,2025-05-03 13:44:00,DOC004680,PRD00307,CUST000815,EMP00014,BL003,ACC10002,ORD-261816,INV-894083,Online,Bank Transfer,Paid,Same-Day,85,28.04,64.58,0,19,,VIP,West,WH_Cluj,EMP00229,EMP00045,1,,,2383.4,0,2383.4,452.85,2836.25,5489.3,-3105.9,-130.31,2025-05-03 00:00:00,2025-05-03 00:00:00
5375,5,20230206,2023-02-06 09:10:00,DOC001608,PRD00395,CUST000829,EMP00193,BL002,ACC10002,ORD-289741,INV-151436,Phone,Cash,Pending,Express,83,349.73,93.94,5,19,SUMMER23,,West,WH_Bucharest,EMP00051,EMP00103,0,,,29027.59,1451.38,27576.21,5239.48,32815.69,7797.02,19779.19,71.73,2023-02-06 00:00:00,2023-02-07 00:00:00
5376,4,20240210,2024-02-10 09:04:00,DOC002136,PRD00278,CUST000178,EMP00151,BL003,ACC10001,ORD-784371,INV-513095,Mobile App,Bank Transfer,Paid,Express,42,103.66,57.98,0,19,FIRST_ORDER,,East,WH_Timisoara,EMP00245,EMP00015,0,,,4353.72,0,4353.72,827.21,5180.93,2435.16,1918.56,44.07,2024-02-10 00:00:00,2024-02-12 00:00:00
5377,6,20240622,2024-06-22 18:56:00,DOC001686,PRD00162,CUST000547,EMP00249,BL006,ACC10001,ORD-632026,INV-659096,In-Store,Credit Card,Paid,Express,85,148.49,67.34,5,19,,,South,WH_Timisoara,EMP00204,EMP00250,0,,,12621.65,631.08,11990.57,2278.21,14268.78,5723.9,6266.67,52.26,2024-06-22 00:00:00,2024-06-23 00:00:00
5378,2,20240111,2024-01-11 09:57:00,DOC000783,PRD00385,CUST000911,EMP00013,BL006,ACC10001,ORD-789111,INV-872439,Online,Bank Transfer,Paid,Standard,49,754.53,478.94,0,19,,,East,WH_Cluj,EMP00169,EMP00071,0,,,36971.97,0,36971.97,7024.67,43996.64,23468.06,13503.91,36.52,2024-01-11 00:00:00,2024-01-12 00:00:00
5379,5,20230913,2023-09-13 11:13:00,DOC002550,PRD00333,CUST000975,EMP00190,BL003,ACC10001,ORD-932599,INV-659504,Phone,Cash,Paid,Standard,77,219.87,29.55,0,19,,,West,WH_Timisoara,EMP00023,EMP00238,0,Defective,,16929.99,0,16929.99,3216.7,20146.69,2275.35,14654.64,86.56,2023-09-13 00:00:00,2023-09-15 00:00:00
5380,6,20231005,2023-10-05 14:21:00,DOC001872,PRD00049,CUST000421,EMP00214,BL003,ACC10001,ORD-324159,INV-210298,In-Store,Bank Transfer,Paid,Standard,86,260.55,256.75,15,19,,,East,WH_Bucharest,EMP00044,EMP00090,0,,Rush Order,22407.3,3361.1,19046.2,3618.78,22664.98,22080.5,-3034.3,-15.93,2023-10-05 00:00:00,2023-10-05 00:00:00
5381,5,20230906,2023-09-06 13:02:00,DOC003869,PRD00366,CUST000056,EMP00214,BL006,ACC10001,ORD-818413,INV-662151,Mobile App,Cash,Pending,Standard,2,78.54,14.09,10,19,,,West,WH_Timisoara,EMP00072,EMP00221,0,,,157.08,15.71,141.37,26.86,168.23,28.18,113.19,80.07,2023-09-06 00:00:00,2023-09-06 00:00:00
5382,6,20241123,2024-11-23 12:49:00,DOC001884,PRD00305,CUST000571,EMP00055,BL002,ACC10002,ORD-978825,INV-811240,Online,Credit Card,Paid,Express,84,567.06,203.71,0,19,LOYALTY10,,South,WH_Timisoara,EMP00094,EMP00021,0,,,47633.04,0,47633.04,9050.28,56683.32,17111.64,30521.4,64.08,2024-11-23 00:00:00,2024-11-27 00:00:00
5383,8,20251106,2025-11-06 11:34:00,DOC001448,PRD00170,CUST000921,EMP00051,BL004,ACC10002,ORD-548521,INV-188211,In-Store,Credit Card,Paid,Standard,58,437.52,324,0,19,LOYALTY10,,Central,WH_Bucharest,EMP00094,EMP00059,0,,,25376.16,0,25376.16,4821.47,30197.63,18792,6584.16,25.95,2025-11-06 00:00:00,2025-11-09 00:00:00
5384,2,20230505,2023-05-05 09:31:00,DOC004623,PRD00092,CUST000532,EMP00018,BL003,ACC10001,ORD-403796,INV-105805,Phone,Cash,Pending,Pickup,68,842.17,406.87,20,19,,VIP,South,WH_Bucharest,EMP00130,EMP00180,0,,,57267.56,11453.51,45814.05,8704.67,54518.72,27667.16,18146.89,39.61,2023-05-05 00:00:00,2023-05-06 00:00:00
