Document_ID,Document_Number,Document_Type,Document_Date,Status
DOC002166,INV-002166,Payroll,2025-12-03 00:00:00,Posted
DOC002167,INV-002167,Stock_Movement,2025-08-23 00:00:00,Posted
DOC002168,INV-002168,Stock_Movement,2025-06-28 00:00:00,Posted
DOC002169,INV-002169,Stock_Movement,2024-05-07 00:00:00,Approved
DOC002170,INV-002170,Payroll,2024-05-13 00:00:00,Posted
DOC002171,INV-002171,Payroll,2025-11-07 00:00:00,Draft
DOC002172,INV-002172,Payroll,2024-08-27 00:00:00,Posted
DOC002173,INV-002173,Sales_Invoice,2025-08-05 00:00:00,Posted
DOC002174,INV-002174,Purchase_Order,2023-10-21 00:00:00,Posted
DOC002175,INV-002175,Stock_Movement,2023-06-21 00:00:00,Draft
DOC002176,INV-002176,Sales_Invoice,2024-06-14 00:00:00,Posted
DOC002177,INV-002177,Stock_Movement,2023-03-07 00:00:00,Posted
DOC002178,INV-002178,Sales_Invoice,2023-05-21 00:00:00,Approved
DOC002179,INV-002179,Payroll,2024-03-21 00:00:00,Posted
DOC002180,INV-002180,Stock_Movement,2023-07-08 00:00:00,Approved
DOC002181,INV-002181,Payroll,2023-06-07 00:00:00,Posted
DOC002182,INV-002182,Stock_Movement,2024-10-31 00:00:00,Draft
DOC002183,INV-002183,Budget_Entry,2023-09-03 00:00:00,Posted
DOC002184,INV-002184,Sales_Invoice,2025-05-05 00:00:00,Draft
DOC002185,INV-002185,Budget_Entry,2025-08-01 00:00:00,Posted
DOC002186,INV-002186,Sales_Invoice,2025-01-17 00:00:00,Posted
DOC002187,INV-002187,Purchase_Order,2025-11-22 00:00:00,Posted
DOC002188,INV-002188,Stock_Movement,2023-11-26 00:00:00,Posted
DOC002189,INV-002189,Purchase_Order,2024-05-26 00:00:00,Approved
DOC002190,INV-002190,Purchase_Order,2025-04-29 00:00:00,Posted
DOC002191,INV-002191,Sales_Invoice,2025-12-30 00:00:00,Approved
DOC002192,INV-002192,Budget_Entry,2023-03-20 00:00:00,Posted
DOC002193,INV-002193,Payroll,2023-06-18 00:00:00,Approved
DOC002194,INV-002194,Sales_Invoice,2025-03-20 00:00:00,Posted
DOC002195,INV-002195,Payroll,2025-09-09 00:00:00,Posted
DOC002196,INV-002196,Purchase_Order,2023-06-29 00:00:00,Posted
DOC002197,INV-002197,Payroll,2023-09-17 00:00:00,Posted
DOC002198,INV-002198,Budget_Entry,2025-10-25 00:00:00,Posted
DOC002199,INV-002199,Sales_Invoice,2023-10-24 00:00:00,Posted
DOC002200,INV-002200,Budget_Entry,2024-09-11 00:00:00,Posted
DOC002201,INV-002201,Budget_Entry,2025-05-04 00:00:00,Posted
DOC002202,INV-002202,Sales_Invoice,2023-12-26 00:00:00,Posted
DOC002203,INV-002203,Budget_Entry,2023-04-27 00:00:00,Posted
DOC002204,INV-002204,Stock_Movement,2023-12-23 00:00:00,Posted
DOC002205,INV-002205,Stock_Movement,2025-08-14 00:00:00,Posted
DOC002206,INV-002206,Stock_Movement,2024-03-14 00:00:00,Posted
DOC002207,INV-002207,Payroll,2024-06-05 00:00:00,Posted
DOC002208,INV-002208,Budget_Entry,2023-07-18 00:00:00,Posted
DOC002209,INV-002209,Sales_Invoice,2025-12-09 00:00:00,Posted
DOC002210,INV-002210,Sales_Invoice,2024-10-31 00:00:00,Posted
DOC002211,INV-002211,Payroll,2025-11-19 00:00:00,Posted
DOC002212,INV-002212,Sales_Invoice,2023-01-31 00:00:00,Posted
DOC002213,INV-002213,Stock_Movement,2025-10-04 00:00:00,Posted
DOC002214,INV-002214,Budget_Entry,2023-11-29 00:00:00,Posted
DOC002215,INV-002215,Sales_Invoice,2024-10-21 00:00:00,Approved
DOC002216,INV-002216,Sales_Invoice,2023-06-26 00:00:00,Approved
DOC002217,INV-002217,Purchase_Order,2024-01-05 00:00:00,Draft
DOC002218,INV-002218,Purchase_Order,2024-06-30 00:00:00,Posted
DOC002219,INV-002219,Purchase_Order,2024-06-18 00:00:00,Posted
DOC002220,INV-002220,Budget_Entry,2023-04-07 00:00:00,Posted
DOC002221,INV-002221,Stock_Movement,2023-08-18 00:00:00,Posted
DOC002222,INV-002222,Stock_Movement,2023-08-15 00:00:00,Posted
DOC002223,INV-002223,Stock_Movement,2024-01-06 00:00:00,Posted
DOC002224,INV-002224,Budget_Entry,2023-02-24 00:00:00,Posted
DOC002225,INV-002225,Budget_Entry,2024-02-28 00:00:00,Posted
DOC002226,INV-002226,Purchase_Order,2023-11-11 00:00:00,Approved
DOC002227,INV-002227,Sales_Invoice,2023-02-01 00:00:00,Draft
DOC002228,INV-002228,Payroll,2023-04-03 00:00:00,Approved
DOC002229,INV-002229,Payroll,2024-06-02 00:00:00,Posted
DOC002230,INV-002230,Sales_Invoice,2025-05-02 00:00:00,Posted
DOC002231,INV-002231,Purchase_Order,2025-01-21 00:00:00,Approved
DOC002232,INV-002232,Sales_Invoice,2024-02-20 00:00:00,Approved
DOC002233,INV-002233,Sales_Invoice,2024-07-10 00:00:00,Posted
DOC002234,INV-002234,Payroll,2024-01-01 00:00:00,Posted
DOC002235,INV-002235,Purchase_Order,2024-08-21 00:00:00,Posted
DOC002236,INV-002236,Budget_Entry,2023-11-27 00:00:00,Posted
DOC002237,INV-002237,Payroll,2024-11-19 00:00:00,Posted
DOC002238,INV-002238,Budget_Entry,2023-01-11 00:00:00,Posted
DOC002239,INV-002239,Purchase_Order,2025-03-28 00:00:00,Approved
DOC002240,INV-002240,Sales_Invoice,2024-02-23 00:00:00,Posted
DOC002241,INV-002241,Stock_Movement,2025-06-29 00:00:00,Posted
DOC002242,INV-002242,Stock_Movement,2023-12-14 00:00:00,Cancelled
DOC002243,INV-002243,Purchase_Order,2025-08-15 00:00:00,Posted
DOC002244,INV-002244,Stock_Movement,2024-02-16 00:00:00,Posted
DOC002245,INV-002245,Budget_Entry,2023-06-02 00:00:00,Posted
DOC002246,INV-002246,Stock_Movement,2023-04-02 00:00:00,Draft
DOC002247,INV-002247,Purchase_Order,2023-11-27 00:00:00,Cancelled
DOC002248,INV-002248,Purchase_Order,2025-08-12 00:00:00,Approved
DOC002249,INV-002249,Budget_Entry,2025-08-27 00:00:00,Posted
DOC002250,INV-002250,Stock_Movement,2024-07-07 00:00:00,Posted
DOC002251,INV-002251,Stock_Movement,2025-07-18 00:00:00,Posted
DOC002252,INV-002252,Sales_Invoice,2023-07-13 00:00:00,Posted
DOC002253,INV-002253,Payroll,2024-06-13 00:00:00,Posted
DOC002254,INV-002254,Purchase_Order,2025-04-24 00:00:00,Posted
DOC002255,INV-002255,Sales_Invoice,2024-09-30 00:00:00,Posted
DOC002256,INV-002256,Purchase_Order,2024-04-22 00:00:00,Posted
DOC002257,INV-002257,Sales_Invoice,2024-04-24 00:00:00,Cancelled
DOC002258,INV-002258,Payroll,2023-10-15 00:00:00,Posted
DOC002259,INV-002259,Sales_Invoice,2024-11-28 00:00:00,Posted
DOC002260,INV-002260,Purchase_Order,2024-11-25 00:00:00,Posted
DOC002261,INV-002261,Stock_Movement,2024-06-23 00:00:00,Posted
DOC002262,INV-002262,Purchase_Order,2023-11-26 00:00:00,Posted
DOC002263,INV-002263,Budget_Entry,2024-04-14 00:00:00,Posted
DOC002264,INV-002264,Budget_Entry,2025-04-28 00:00:00,Posted
DOC002265,INV-002265,Budget_Entry,2024-06-17 00:00:00,Posted
DOC002266,INV-002266,Budget_Entry,2024-04-11 00:00:00,Approved
DOC002267,INV-002267,Payroll,2025-09-03 00:00:00,Approved
DOC002268,INV-002268,Stock_Movement,2024-02-24 00:00:00,Posted
DOC002269,INV-002269,Stock_Movement,2025-01-31 00:00:00,Posted
DOC002270,INV-002270,Purchase_Order,2025-10-02 00:00:00,Posted
DOC002271,INV-002271,Sales_Invoice,2025-06-09 00:00:00,Posted
DOC002272,INV-002272,Purchase_Order,2023-11-04 00:00:00,Posted
DOC002273,INV-002273,Purchase_Order,2025-07-12 00:00:00,Approved
DOC002274,INV-002274,Purchase_Order,2023-11-30 00:00:00,Approved
DOC002275,INV-002275,Purchase_Order,2025-08-11 00:00:00,Posted
DOC002276,INV-002276,Stock_Movement,2025-10-18 00:00:00,Posted
DOC002277,INV-002277,Sales_Invoice,2025-02-27 00:00:00,Posted
DOC002278,INV-002278,Purchase_Order,2025-04-11 00:00:00,Approved
DOC002279,INV-002279,Stock_Movement,2025-04-23 00:00:00,Approved
DOC002280,INV-002280,Purchase_Order,2023-09-07 00:00:00,Posted
DOC002281,INV-002281,Budget_Entry,2023-07-03 00:00:00,Posted
DOC002282,INV-002282,Purchase_Order,2025-03-09 00:00:00,Posted
DOC002283,INV-002283,Purchase_Order,2023-07-05 00:00:00,Posted
DOC002284,INV-002284,Payroll,2025-12-28 00:00:00,Posted
DOC002285,INV-002285,Budget_Entry,2025-04-17 00:00:00,Posted
DOC002286,INV-002286,Sales_Invoice,2024-09-18 00:00:00,Approved
DOC002287,INV-002287,Purchase_Order,2025-05-08 00:00:00,Posted
DOC002288,INV-002288,Sales_Invoice,2023-01-08 00:00:00,Approved
DOC002289,INV-002289,Budget_Entry,2025-02-21 00:00:00,Posted
DOC002290,INV-002290,Purchase_Order,2025-02-13 00:00:00,Posted
DOC002291,INV-002291,Payroll,2025-10-03 00:00:00,Posted
DOC002292,INV-002292,Stock_Movement,2024-11-07 00:00:00,Approved
DOC002293,INV-002293,Payroll,2023-07-30 00:00:00,Posted
DOC002294,INV-002294,Payroll,2024-05-04 00:00:00,Posted
DOC002295,INV-002295,Stock_Movement,2024-09-30 00:00:00,Posted
DOC002296,INV-002296,Stock_Movement,2023-07-10 00:00:00,Posted
DOC002297,INV-002297,Stock_Movement,2024-11-01 00:00:00,Approved
DOC002298,INV-002298,Purchase_Order,2025-04-22 00:00:00,Posted
DOC002299,INV-002299,Sales_Invoice,2023-12-01 00:00:00,Posted
DOC002300,INV-002300,Sales_Invoice,2024-08-01 00:00:00,Posted
DOC002301,INV-002301,Stock_Movement,2023-03-03 00:00:00,Approved
DOC002302,INV-002302,Payroll,2024-01-22 00:00:00,Posted
DOC002303,INV-002303,Budget_Entry,2023-06-02 00:00:00,Posted
DOC002304,INV-002304,Stock_Movement,2024-09-10 00:00:00,Posted
DOC002305,INV-002305,Payroll,2024-11-28 00:00:00,Posted
DOC002306,INV-002306,Payroll,2023-06-27 00:00:00,Posted
DOC002307,INV-002307,Purchase_Order,2025-04-26 00:00:00,Posted
DOC002308,INV-002308,Purchase_Order,2024-05-01 00:00:00,Posted
DOC002309,INV-002309,Sales_Invoice,2024-05-14 00:00:00,Posted
DOC002310,INV-002310,Sales_Invoice,2024-06-24 00:00:00,Posted
DOC002311,INV-002311,Budget_Entry,2023-01-13 00:00:00,Posted
DOC002312,INV-002312,Budget_Entry,2023-05-31 00:00:00,Draft
DOC002313,INV-002313,Budget_Entry,2025-12-09 00:00:00,Posted
DOC002314,INV-002314,Budget_Entry,2025-09-17 00:00:00,Posted
DOC002315,INV-002315,Payroll,2024-10-05 00:00:00,Posted
DOC002316,INV-002316,Payroll,2024-01-07 00:00:00,Approved
DOC002317,INV-002317,Sales_Invoice,2023-09-09 00:00:00,Posted
DOC002318,INV-002318,Purchase_Order,2023-02-22 00:00:00,Posted
DOC002319,INV-002319,Purchase_Order,2023-07-12 00:00:00,Posted
DOC002320,INV-002320,Stock_Movement,2024-08-13 00:00:00,Posted
DOC002321,INV-002321,Payroll,2025-12-16 00:00:00,Posted
DOC002322,INV-002322,Budget_Entry,2023-04-07 00:00:00,Posted
DOC002323,INV-002323,Budget_Entry,2023-07-17 00:00:00,Posted
DOC002324,INV-002324,Stock_Movement,2023-05-27 00:00:00,Posted
DOC002325,INV-002325,Purchase_Order,2024-12-23 00:00:00,Posted
DOC002326,INV-002326,Budget_Entry,2024-11-14 00:00:00,Draft
DOC002327,INV-002327,Purchase_Order,2025-11-01 00:00:00,Posted
DOC002328,INV-002328,Stock_Movement,2023-11-29 00:00:00,Approved
DOC002329,INV-002329,Purchase_Order,2024-05-26 00:00:00,Cancelled
DOC002330,INV-002330,Purchase_Order,2023-06-21 00:00:00,Posted
DOC002331,INV-002331,Purchase_Order,2024-07-17 00:00:00,Posted
DOC002332,INV-002332,Budget_Entry,2024-05-26 00:00:00,Posted
DOC002333,INV-002333,Sales_Invoice,2023-04-15 00:00:00,Approved
DOC002334,INV-002334,Payroll,2024-11-04 00:00:00,Posted
DOC002335,INV-002335,Purchase_Order,2025-03-17 00:00:00,Posted
DOC002336,INV-002336,Purchase_Order,2025-11-30 00:00:00,Posted
DOC002337,INV-002337,Purchase_Order,2025-06-07 00:00:00,Posted
DOC002338,INV-002338,Sales_Invoice,2025-05-25 00:00:00,Posted
DOC002339,INV-002339,Stock_Movement,2024-11-07 00:00:00,Draft
DOC002340,INV-002340,Budget_Entry,2023-11-17 00:00:00,Posted
DOC002341,INV-002341,Sales_Invoice,2023-12-01 00:00:00,Posted
DOC002342,INV-002342,Purchase_Order,2023-09-21 00:00:00,Posted
DOC002343,INV-002343,Sales_Invoice,2025-05-14 00:00:00,Posted
DOC002344,INV-002344,Sales_Invoice,2023-12-18 00:00:00,Posted
DOC002345,INV-002345,Sales_Invoice,2024-11-06 00:00:00,Draft
DOC002346,INV-002346,Stock_Movement,2025-07-07 00:00:00,Approved
DOC002347,INV-002347,Payroll,2023-01-05 00:00:00,Posted
DOC002348,INV-002348,Budget_Entry,2023-02-03 00:00:00,Draft
DOC002349,INV-002349,Stock_Movement,2023-12-17 00:00:00,Posted
DOC002350,INV-002350,Stock_Movement,2024-08-05 00:00:00,Posted
DOC002351,INV-002351,Payroll,2024-04-09 00:00:00,Posted
DOC002352,INV-002352,Stock_Movement,2023-12-14 00:00:00,Posted
DOC002353,INV-002353,Sales_Invoice,2023-05-05 00:00:00,Posted
DOC002354,INV-002354,Sales_Invoice,2023-12-23 00:00:00,Posted
DOC002355,INV-002355,Purchase_Order,2024-06-10 00:00:00,Posted
DOC002356,INV-002356,Stock_Movement,2024-05-12 00:00:00,Posted
DOC002357,INV-002357,Purchase_Order,2023-02-22 00:00:00,Posted
DOC002358,INV-002358,Budget_Entry,2023-05-29 00:00:00,Draft
DOC002359,INV-002359,Sales_Invoice,2024-05-17 00:00:00,Posted
DOC002360,INV-002360,Budget_Entry,2025-05-19 00:00:00,Posted
DOC002361,INV-002361,Payroll,2023-08-07 00:00:00,Posted
DOC002362,INV-002362,Sales_Invoice,2024-03-27 00:00:00,Posted
DOC002363,INV-002363,Budget_Entry,2023-03-24 00:00:00,Posted
DOC002364,INV-002364,Payroll,2025-01-07 00:00:00,Posted
DOC002365,INV-002365,Budget_Entry,2024-06-10 00:00:00,Posted
DOC002366,INV-002366,Payroll,2024-02-08 00:00:00,Draft
DOC002367,INV-002367,Payroll,2023-10-17 00:00:00,Approved
DOC002368,INV-002368,Sales_Invoice,2024-02-24 00:00:00,Posted
DOC002369,INV-002369,Purchase_Order,2023-12-05 00:00:00,Posted
DOC002370,INV-002370,Payroll,2025-02-15 00:00:00,Posted
DOC002371,INV-002371,Payroll,2024-12-11 00:00:00,Posted
DOC002372,INV-002372,Sales_Invoice,2025-09-13 00:00:00,Posted
DOC002373,INV-002373,Purchase_Order,2025-08-16 00:00:00,Approved
DOC002374,INV-002374,Stock_Movement,2024-11-16 00:00:00,Posted
DOC002375,INV-002375,Stock_Movement,2025-11-25 00:00:00,Approved
DOC002376,INV-002376,Purchase_Order,2024-01-08 00:00:00,Posted
DOC002377,INV-002377,Budget_Entry,2025-09-20 00:00:00,Posted
DOC002378,INV-002378,Sales_Invoice,2024-06-14 00:00:00,Posted
DOC002379,INV-002379,Purchase_Order,2025-07-12 00:00:00,Posted
DOC002380,INV-002380,Stock_Movement,2023-01-23 00:00:00,Posted
DOC002381,INV-002381,Payroll,2023-04-14 00:00:00,Approved
DOC002382,INV-002382,Stock_Movement,2023-08-29 00:00:00,Posted
DOC002383,INV-002383,Payroll,2025-10-01 00:00:00,Posted
DOC002384,INV-002384,Sales_Invoice,2025-06-21 00:00:00,Posted
DOC002385,INV-002385,Payroll,2025-03-24 00:00:00,Posted
DOC002386,INV-002386,Purchase_Order,2024-10-16 00:00:00,Posted
DOC002387,INV-002387,Payroll,2025-02-21 00:00:00,Posted
DOC002388,INV-002388,Budget_Entry,2023-11-03 00:00:00,Posted
DOC002389,INV-002389,Purchase_Order,2023-01-08 00:00:00,Posted
DOC002390,INV-002390,Sales_Invoice,2025-12-28 00:00:00,Posted
DOC002391,INV-002391,Purchase_Order,2024-07-28 00:00:00,Posted
DOC002392,INV-002392,Budget_Entry,2025-12-27 00:00:00,Draft
DOC002393,INV-002393,Sales_Invoice,2025-06-30 00:00:00,Posted
DOC002394,INV-002394,Stock_Movement,2024-06-01 00:00:00,Posted
DOC002395,INV-002395,Budget_Entry,2025-11-20 00:00:00,Posted
DOC002396,INV-002396,Sales_Invoice,2024-04-27 00:00:00,Posted
DOC002397,INV-002397,Payroll,2023-07-26 00:00:00,Posted
DOC002398,INV-002398,Purchase_Order,2024-10-30 00:00:00,Draft
DOC002399,INV-002399,Sales_Invoice,2024-08-01 00:00:00,Posted
DOC002400,INV-002400,Purchase_Order,2024-01-22 00:00:00,Posted
DOC002401,INV-002401,Payroll,2024-02-16 00:00:00,Draft
DOC002402,INV-002402,Sales_Invoice,2025-06-09 00:00:00,Posted
DOC002403,INV-002403,Stock_Movement,2025-06-24 00:00:00,Draft
DOC002404,INV-002404,Budget_Entry,2025-08-20 00:00:00,Posted
DOC002405,INV-002405,Sales_Invoice,2025-08-22 00:00:00,Posted
DOC002406,INV-002406,Payroll,2023-05-20 00:00:00,Posted
DOC002407,INV-002407,Sales_Invoice,2023-10-27 00:00:00,Posted
DOC002408,INV-002408,Purchase_Order,2025-11-02 00:00:00,Posted
DOC002409,INV-002409,Sales_Invoice,2024-10-25 00:00:00,Posted
DOC002410,INV-002410,Stock_Movement,2025-04-04 00:00:00,Posted
DOC002411,INV-002411,Sales_Invoice,2024-02-04 00:00:00,Approved
DOC002412,INV-002412,Budget_Entry,2025-09-18 00:00:00,Posted
DOC002413,INV-002413,Sales_Invoice,2023-05-29 00:00:00,Posted
DOC002414,INV-002414,Purchase_Order,2023-11-03 00:00:00,Posted
DOC002415,INV-002415,Sales_Invoice,2025-12-19 00:00:00,Posted
DOC002416,INV-002416,Stock_Movement,2024-03-10 00:00:00,Posted
DOC002417,INV-002417,Payroll,2023-01-21 00:00:00,Posted
DOC002418,INV-002418,Sales_Invoice,2025-05-24 00:00:00,Posted
DOC002419,INV-002419,Sales_Invoice,2024-01-17 00:00:00,Approved
DOC002420,INV-002420,Budget_Entry,2023-09-02 00:00:00,Posted
DOC002421,INV-002421,Stock_Movement,2024-11-28 00:00:00,Posted
DOC002422,INV-002422,Payroll,2024-08-12 00:00:00,Posted
DOC002423,INV-002423,Purchase_Order,2024-01-25 00:00:00,Posted
DOC002424,INV-002424,Sales_Invoice,2024-07-21 00:00:00,Posted
DOC002425,INV-002425,Payroll,2023-09-16 00:00:00,Posted
DOC002426,INV-002426,Purchase_Order,2024-03-01 00:00:00,Posted
DOC002427,INV-002427,Stock_Movement,2025-10-26 00:00:00,Approved
DOC002428,INV-002428,Stock_Movement,2023-01-06 00:00:00,Posted
DOC002429,INV-002429,Payroll,2023-07-10 00:00:00,Posted
DOC002430,INV-002430,Purchase_Order,2023-05-28 00:00:00,Posted
DOC002431,INV-002431,Stock_Movement,2024-02-09 00:00:00,Posted
DOC002432,INV-002432,Payroll,2023-09-15 00:00:00,Posted
DOC002433,INV-002433,Stock_Movement,2024-12-30 00:00:00,Posted
DOC002434,INV-002434,Stock_Movement,2023-03-31 00:00:00,Posted
DOC002435,INV-002435,Stock_Movement,2025-04-03 00:00:00,Posted
DOC002436,INV-002436,Budget_Entry,2023-01-10 00:00:00,Posted
DOC002437,INV-002437,Purchase_Order,2025-04-17 00:00:00,Posted
DOC002438,INV-002438,Payroll,2025-09-14 00:00:00,Posted
DOC002439,INV-002439,Payroll,2024-09-16 00:00:00,Draft
DOC002440,INV-002440,Purchase_Order,2023-01-30 00:00:00,Posted
DOC002441,INV-002441,Purchase_Order,2023-05-08 00:00:00,Posted
DOC002442,INV-002442,Purchase_Order,2024-02-25 00:00:00,Posted
DOC002443,INV-002443,Purchase_Order,2025-12-14 00:00:00,Posted
DOC002444,INV-002444,Sales_Invoice,2023-11-01 00:00:00,Posted
DOC002445,INV-002445,Payroll,2024-06-29 00:00:00,Posted
DOC002446,INV-002446,Sales_Invoice,2023-01-22 00:00:00,Posted
DOC002447,INV-002447,Stock_Movement,2024-01-26 00:00:00,Posted
DOC002448,INV-002448,Stock_Movement,2024-09-08 00:00:00,Posted
DOC002449,INV-002449,Payroll,2023-05-29 00:00:00,Posted
DOC002450,INV-002450,Stock_Movement,2023-10-26 00:00:00,Posted
DOC002451,INV-002451,Purchase_Order,2023-06-21 00:00:00,Posted
DOC002452,INV-002452,Sales_Invoice,2023-02-16 00:00:00,Posted
DOC002453,INV-002453,Purchase_Order,2024-09-17 00:00:00,Posted
DOC002454,INV-002454,Stock_Movement,2023-07-26 00:00:00,Cancelled
DOC002455,INV-002455,Sales_Invoice,2024-03-28 00:00:00,Posted
DOC002456,INV-002456,Purchase_Order,2025-07-13 00:00:00,Posted
DOC002457,INV-002457,Payroll,2025-01-23 00:00:00,Posted
DOC002458,INV-002458,Purchase_Order,2024-12-08 00:00:00,Posted
DOC002459,INV-002459,Stock_Movement,2025-10-05 00:00:00,Posted
DOC002460,INV-002460,Sales_Invoice,2024-11-06 00:00:00,Cancelled
DOC002461,INV-002461,Payroll,2025-05-04 00:00:00,Posted
DOC002462,INV-002462,Sales_Invoice,2025-02-21 00:00:00,Posted
DOC002463,INV-002463,Payroll,2024-11-14 00:00:00,Draft
DOC002464,INV-002464,Sales_Invoice,2025-08-20 00:00:00,Posted
DOC002465,INV-002465,Stock_Movement,2025-05-13 00:00:00,Posted
DOC002466,INV-002466,Payroll,2023-06-17 00:00:00,Posted
DOC002467,INV-002467,Budget_Entry,2023-03-27 00:00:00,Posted
DOC002468,INV-002468,Sales_Invoice,2025-04-28 00:00:00,Draft
DOC002469,INV-002469,Sales_Invoice,2025-12-10 00:00:00,Draft
DOC002470,INV-002470,Purchase_Order,2024-03-17 00:00:00,Posted
DOC002471,INV-002471,Payroll,2023-09-28 00:00:00,Draft
DOC002472,INV-002472,Budget_Entry,2023-12-10 00:00:00,Cancelled
DOC002473,INV-002473,Stock_Movement,2024-05-17 00:00:00,Posted
DOC002474,INV-002474,Purchase_Order,2025-10-30 00:00:00,Posted
DOC002475,INV-002475,Budget_Entry,2024-05-08 00:00:00,Approved
DOC002476,INV-002476,Payroll,2023-09-01 00:00:00,Posted
DOC002477,INV-002477,Budget_Entry,2023-09-24 00:00:00,Posted
DOC002478,INV-002478,Sales_Invoice,2025-06-11 00:00:00,Draft
DOC002479,INV-002479,Sales_Invoice,2023-07-20 00:00:00,Posted
DOC002480,INV-002480,Purchase_Order,2023-08-27 00:00:00,Posted
DOC002481,INV-002481,Payroll,2025-07-03 00:00:00,Cancelled
DOC002482,INV-002482,Payroll,2025-08-26 00:00:00,Posted
DOC002483,INV-002483,Budget_Entry,2024-04-28 00:00:00,Posted
DOC002484,INV-002484,Purchase_Order,2023-09-03 00:00:00,Cancelled
DOC002485,INV-002485,Payroll,2025-10-28 00:00:00,Posted
DOC002486,INV-002486,Sales_Invoice,2023-06-01 00:00:00,Cancelled
DOC002487,INV-002487,Budget_Entry,2023-07-30 00:00:00,Cancelled
DOC002488,INV-002488,Stock_Movement,2024-01-02 00:00:00,Posted
DOC002489,INV-002489,Sales_Invoice,2025-08-01 00:00:00,Posted
DOC002490,INV-002490,Purchase_Order,2023-03-27 00:00:00,Approved
DOC002491,INV-002491,Payroll,2025-12-14 00:00:00,Posted
DOC002492,INV-002492,Sales_Invoice,2024-03-21 00:00:00,Posted
DOC002493,INV-002493,Stock_Movement,2024-09-11 00:00:00,Posted
DOC002494,INV-002494,Stock_Movement,2023-10-31 00:00:00,Posted
DOC002495,INV-002495,Purchase_Order,2023-05-12 00:00:00,Posted
DOC002496,INV-002496,Sales_Invoice,2025-06-22 00:00:00,Posted
DOC002497,INV-002497,Budget_Entry,2025-09-14 00:00:00,Posted
DOC002498,INV-002498,Sales_Invoice,2023-02-16 00:00:00,Posted
DOC002499,INV-002499,Stock_Movement,2025-01-26 00:00:00,Posted
DOC002500,INV-002500,Purchase_Order,2024-11-20 00:00:00,Posted
DOC002501,INV-002501,Purchase_Order,2025-11-13 00:00:00,Posted
DOC002502,INV-002502,Budget_Entry,2024-11-17 00:00:00,Posted
DOC002503,INV-002503,Purchase_Order,2025-02-24 00:00:00,Posted
DOC002504,INV-002504,Purchase_Order,2023-12-06 00:00:00,Posted
DOC002505,INV-002505,Purchase_Order,2024-02-16 00:00:00,Posted
DOC002506,INV-002506,Purchase_Order,2023-10-13 00:00:00,Posted
DOC002507,INV-002507,Purchase_Order,2025-04-29 00:00:00,Posted
DOC002508,INV-002508,Stock_Movement,2024-03-05 00:00:00,Approved
DOC002509,INV-002509,Sales_Invoice,2023-01-31 00:00:00,Posted
DOC002510,INV-002510,Payroll,2024-08-25 00:00:00,Draft
DOC002511,INV-002511,Purchase_Order,2024-03-15 00:00:00,Posted
DOC002512,INV-002512,Payroll,2025-09-11 00:00:00,Posted
DOC002513,INV-002513,Payroll,2024-02-16 00:00:00,Posted
DOC002514,INV-002514,Stock_Movement,2024-06-11 00:00:00,Posted
DOC002515,INV-002515,Purchase_Order,2023-11-06 00:00:00,Posted
DOC002516,INV-002516,Payroll,2025-08-06 00:00:00,Posted
DOC002517,INV-002517,Purchase_Order,2024-11-04 00:00:00,Posted
DOC002518,INV-002518,Budget_Entry,2024-03-12 00:00:00,Posted
DOC002519,INV-002519,Budget_Entry,2024-12-04 00:00:00,Posted
DOC002520,INV-002520,Budget_Entry,2024-10-24 00:00:00,Posted
DOC002521,INV-002521,Payroll,2023-12-31 00:00:00,Posted
DOC002522,INV-002522,Budget_Entry,2025-07-11 00:00:00,Posted
DOC002523,INV-002523,Stock_Movement,2023-04-23 00:00:00,Posted
DOC002524,INV-002524,Stock_Movement,2023-06-25 00:00:00,Posted
DOC002525,INV-002525,Payroll,2025-07-24 00:00:00,Cancelled
DOC002526,INV-002526,Purchase_Order,2024-01-17 00:00:00,Posted
DOC002527,INV-002527,Sales_Invoice,2023-11-02 00:00:00,Draft
DOC002528,INV-002528,Purchase_Order,2024-08-24 00:00:00,Posted
DOC002529,INV-002529,Purchase_Order,2023-12-09 00:00:00,Approved
DOC002530,INV-002530,Purchase_Order,2023-06-05 00:00:00,Approved
DOC002531,INV-002531,Purchase_Order,2024-12-12 00:00:00,Posted
DOC002532,INV-002532,Sales_Invoice,2025-12-14 00:00:00,Approved
DOC002533,INV-002533,Budget_Entry,2024-02-07 00:00:00,Posted
DOC002534,INV-002534,Purchase_Order,2024-09-05 00:00:00,Approved
DOC002535,INV-002535,Stock_Movement,2025-03-07 00:00:00,Posted
DOC002536,INV-002536,Payroll,2024-09-14 00:00:00,Approved
DOC002537,INV-002537,Payroll,2024-08-25 00:00:00,Approved
DOC002538,INV-002538,Stock_Movement,2023-06-26 00:00:00,Posted
DOC002539,INV-002539,Purchase_Order,2024-03-24 00:00:00,Posted
DOC002540,INV-002540,Sales_Invoice,2025-01-12 00:00:00,Cancelled
DOC002541,INV-002541,Budget_Entry,2023-10-28 00:00:00,Posted
DOC002542,INV-002542,Payroll,2024-12-07 00:00:00,Posted
DOC002543,INV-002543,Budget_Entry,2023-11-03 00:00:00,Posted
DOC002544,INV-002544,Sales_Invoice,2025-01-20 00:00:00,Posted
DOC002545,INV-002545,Payroll,2025-05-18 00:00:00,Approved
