HR_ID,Date_ID,Transaction_Date,Employee_ID,Business_Line_ID,Account_ID,Transaction_Type,Payroll_Period,Payment_Method,Payment_Status,Amount,Hours_Worked,Overtime_Hours,Hourly_Rate,Gross_Amount,Bonus_Type,Training_Course,Travel_Destination,Cost_Center,Project_Code,Approved_By,Processed_By,Notes,Approval_Date,Processing_Date,Tax_Amount,Social_Security,Health_Insurance,Net_Amount,Effective_Hourly_Rate
4025,20250105,2025-01-05 00:00:00,EMP00081,BL006,ACC30001,Salary,2025-01,Bank Transfer,Paid,8785.43,122,26,19.11,4223.22,,,,CC-6978,,EMP00060,EMP00104,,2025-01-06 00:00:00,2025-01-08 00:00:00,422.32,1055.8,422.32,2322.78,19.04
4026,20240403,2024-04-03 00:00:00,EMP00119,BL005,ACC30001,Bonus,2024-04,Bank Transfer,Paid,10517.64,78,1,100.56,7345.69,Performance,,,CC-4822,,EMP00242,EMP00047,,2024-04-05 00:00:00,2024-04-04 00:00:00,734.57,1836.42,734.57,4040.13,51.8
4027,20230905,2023-09-05 00:00:00,EMP00126,BL004,ACC30001,Salary,2023-09,Bank Transfer,Paid,698.49,95,3,50.36,1413.73,,,,CC-9744,,EMP00013,EMP00210,,2023-09-11 00:00:00,2023-09-10 00:00:00,141.37,353.43,141.37,777.56,8.18
4028,20250312,2025-03-12 00:00:00,EMP00113,BL002,ACC30001,Training,2025-03,Bank Transfer,Paid,3372.51,31,37,33.09,5221.68,,Soft Skills,,CC-9870,,EMP00159,EMP00180,Adjustment,2025-03-18 00:00:00,2025-03-16 00:00:00,522.17,1305.42,522.17,2871.92,92.64
4029,20231116,2023-11-16 00:00:00,EMP00150,BL003,ACC30001,Salary,2023-11,Bank Transfer,Paid,13506.02,91,13,50.55,4582.53,,,,CC-7425,,EMP00247,EMP00139,,2023-11-18 00:00:00,2023-11-22 00:00:00,458.25,1145.63,458.25,2520.4,27.7
4030,20241028,2024-10-28 00:00:00,EMP00140,BL003,ACC30001,Training,2024-10,Bank Transfer,Pending,10058.94,48,28,135.23,13298.86,,Soft Skills,,CC-6712,PROJ-001,EMP00093,EMP00075,,2024-11-02 00:00:00,2024-10-29 00:00:00,1329.89,3324.72,1329.89,7314.36,152.38
4031,20230504,2023-05-04 00:00:00,EMP00157,BL003,ACC30001,Travel,2023-05,Bank Transfer,Paid,7490.89,106,19,135.78,9282.08,,,EU,CC-8922,PROJ-001,EMP00082,EMP00204,,2023-05-06 00:00:00,2023-05-12 00:00:00,928.21,2320.52,928.21,5105.14,48.16
4032,20230805,2023-08-05 00:00:00,EMP00202,BL003,ACC30001,Salary,2023-08,Cash,Paid,2701.56,29,8,37.63,7997.49,,,,CC-4629,PROJ-001,EMP00190,EMP00104,,2023-08-08 00:00:00,2023-08-11 00:00:00,799.75,1999.37,799.75,4398.62,151.68
4033,20251029,2025-10-29 00:00:00,EMP00109,BL005,ACC30001,Commission,2025-10,Bank Transfer,Paid,11780.18,158,19,111.76,9886.15,,,,CC-5438,,EMP00196,EMP00047,Reimbursement,2025-11-02 00:00:00,2025-11-01 00:00:00,988.62,2471.54,988.62,5437.37,34.41
4034,20250226,2025-02-26 00:00:00,EMP00198,BL003,ACC30001,Benefits,2025-02,Bank Transfer,Paid,9363.55,72,7,145.44,4390.61,,,,CC-7996,,EMP00042,EMP00208,,2025-03-02 00:00:00,2025-03-03 00:00:00,439.06,1097.65,439.06,2414.84,33.54
4035,20250425,2025-04-25 00:00:00,EMP00145,BL002,ACC30001,Salary,2025-04,Bank Transfer,Paid,2782.84,84,24,47.58,7602.37,,,,CC-8459,,EMP00080,EMP00239,Advance Payment,2025-04-29 00:00:00,2025-05-01 00:00:00,760.24,1900.59,760.24,4181.3,49.78
4036,20251113,2025-11-13 00:00:00,EMP00114,BL006,ACC30001,Salary,2025-11,Bank Transfer,Paid,9206.07,29,17,61.23,11109.49,,,,CC-3855,,EMP00113,EMP00244,,2025-11-16 00:00:00,2025-11-15 00:00:00,1110.95,2777.37,1110.95,6110.22,210.7
4037,20230303,2023-03-03 00:00:00,EMP00153,BL006,ACC30001,Salary,2023-03,Bank Transfer,Paid,14294.17,80,33,62.32,10549.17,,,,CC-7376,,EMP00216,EMP00179,,2023-03-06 00:00:00,2023-03-05 00:00:00,1054.92,2637.29,1054.92,5802.04,72.53
4038,20230515,2023-05-15 00:00:00,EMP00211,BL005,ACC30001,Training,2023-05,Bank Transfer,Paid,3328.82,7,20,23.31,14730.61,,Leadership,,CC-6821,,EMP00223,EMP00244,,2023-05-20 00:00:00,2023-05-23 00:00:00,1473.06,3682.65,1473.06,8101.84,1157.41
4039,20231129,2023-11-29 00:00:00,EMP00063,BL005,ACC30001,Salary,2023-11,Bank Transfer,Paid,14890.18,82,36,146.3,2119.6,,,,CC-9069,,EMP00113,EMP00244,,2023-12-03 00:00:00,2023-12-04 00:00:00,211.96,529.9,211.96,1165.78,14.22
4040,20240316,2024-03-16 00:00:00,EMP00161,BL001,ACC30001,Salary,2024-03,Bank Transfer,Paid,4225.23,90,8,66.49,5655.15,,,,CC-6970,PROJ-001,EMP00193,EMP00053,,2024-03-21 00:00:00,2024-03-21 00:00:00,565.52,1413.79,565.52,3110.32,34.56
4041,20230622,2023-06-22 00:00:00,EMP00201,BL005,ACC30001,Salary,2023-06,Bank Transfer,Paid,13561.99,117,33,104.71,12559.84,,,,CC-6282,,EMP00026,EMP00016,,2023-06-23 00:00:00,2023-07-01 00:00:00,1255.98,3139.96,1255.98,6907.92,59.04
4042,20240420,2024-04-20 00:00:00,EMP00024,BL005,ACC30001,Salary,2024-04,Bank Transfer,On Hold,9275.82,162,15,85.89,8225.55,,,,CC-3909,,EMP00026,EMP00120,,2024-04-24 00:00:00,2024-04-28 00:00:00,822.56,2056.39,822.56,4524.04,27.93
4043,20240731,2024-07-31 00:00:00,EMP00033,BL005,ACC30001,Salary,2024-07,Bank Transfer,Paid,5930.38,29,10,141.64,8500.38,,,,CC-6428,,EMP00078,EMP00180,Adjustment,2024-08-01 00:00:00,2024-08-04 00:00:00,850.04,2125.09,850.04,4675.21,161.21
4044,20250602,2025-06-02 00:00:00,EMP00077,BL001,ACC30001,Training,2025-06,Bank Transfer,On Hold,13961.14,89,13,102.9,12587.68,,Leadership,,CC-6348,,EMP00047,EMP00205,,2025-06-06 00:00:00,2025-06-06 00:00:00,1258.77,3146.92,1258.77,6923.22,77.79
4045,20240926,2024-09-26 00:00:00,EMP00159,BL006,ACC30001,Salary,2024-09,Bank Transfer,Paid,8373.29,190,8,149.19,3082.43,,,,CC-9994,,EMP00078,EMP00053,,2024-09-27 00:00:00,2024-09-30 00:00:00,308.24,770.61,308.24,1695.34,8.92
4046,20241029,2024-10-29 00:00:00,EMP00226,BL003,ACC30001,Overtime,2024-10,Bank Transfer,Paid,8859.22,199,39,22.19,628.51,,,,CC-5584,,EMP00047,EMP00179,,2024-11-01 00:00:00,2024-11-05 00:00:00,62.85,157.13,62.85,345.68,1.74
4047,20240114,2024-01-14 00:00:00,EMP00027,BL005,ACC30001,Salary,2024-01,Bank Transfer,Pending,9862.62,116,3,111.59,2917.51,,,,CC-7930,,EMP00247,EMP00047,,2024-01-19 00:00:00,2024-01-15 00:00:00,291.75,729.38,291.75,1604.63,13.83
4048,20230220,2023-02-20 00:00:00,EMP00066,BL002,ACC30001,Benefits,2023-02,Bank Transfer,Paid,3900.48,110,14,38.81,13880.36,,,,CC-1568,PROJ-001,EMP00190,EMP00144,,2023-02-21 00:00:00,2023-02-21 00:00:00,1388.04,3470.09,1388.04,7634.19,69.4
4049,20250820,2025-08-20 00:00:00,EMP00172,BL001,ACC30001,Overtime,2025-08,Bank Transfer,Paid,5785.15,157,21,120.49,14499.91,,,,CC-9805,PROJ-003,EMP00121,EMP00053,Advance Payment,2025-08-25 00:00:00,2025-08-29 00:00:00,1449.99,3624.98,1449.99,7974.95,50.8
4050,20250225,2025-02-25 00:00:00,EMP00102,BL006,ACC30001,Travel,2025-02,Bank Transfer,Paid,4889.62,147,36,114.57,7225.92,,,EU,CC-8421,,EMP00242,EMP00016,,2025-02-28 00:00:00,2025-03-06 00:00:00,722.59,1806.48,722.59,3974.26,27.04
4051,20230306,2023-03-06 00:00:00,EMP00174,BL002,ACC30001,Salary,2023-03,Bank Transfer,Pending,14173.45,96,8,73.54,11737.42,,,,CC-7806,,EMP00013,EMP00116,,2023-03-12 00:00:00,2023-03-07 00:00:00,1173.74,2934.36,1173.74,6455.58,67.25
4052,20241223,2024-12-23 00:00:00,EMP00082,BL003,ACC30001,Salary,2024-12,Bank Transfer,Paid,11335.38,142,25,60.39,1000.67,,,,CC-4998,,EMP00242,EMP00053,,2024-12-28 00:00:00,2024-12-31 00:00:00,100.07,250.17,100.07,550.36,3.88
4053,20240804,2024-08-04 00:00:00,EMP00060,BL006,ACC30001,Overtime,2024-08,Bank Transfer,Paid,2005.01,186,22,94.94,10118.88,,,,CC-6889,,EMP00046,EMP00016,,2024-08-10 00:00:00,2024-08-10 00:00:00,1011.89,2529.72,1011.89,5565.38,29.92
4054,20250109,2025-01-09 00:00:00,EMP00105,BL001,ACC30001,Training,2025-01,Bank Transfer,Paid,4010.99,117,20,142.44,1342.73,,Leadership,,CC-4052,,EMP00066,EMP00116,,2025-01-13 00:00:00,2025-01-12 00:00:00,134.27,335.68,134.27,738.51,6.31
4055,20230306,2023-03-06 00:00:00,EMP00130,BL002,ACC30001,Overtime,2023-03,Bank Transfer,Paid,13519.17,96,36,29.8,9271.87,,,,CC-8201,PROJ-001,EMP00242,EMP00075,,2023-03-08 00:00:00,2023-03-09 00:00:00,927.19,2317.97,927.19,5099.52,53.12
4056,20241010,2024-10-10 00:00:00,EMP00134,BL004,ACC30001,Salary,2024-10,Bank Transfer,Paid,8257.53,143,17,134.11,6422.31,,,,CC-2073,PROJ-002,EMP00121,EMP00179,,2024-10-12 00:00:00,2024-10-15 00:00:00,642.23,1605.58,642.23,3532.27,24.7
4057,20230420,2023-04-20 00:00:00,EMP00099,BL005,ACC30001,Salary,2023-04,Bank Transfer,Paid,12478.01,167,13,149.03,12104.23,,,,CC-6673,PROJ-001,EMP00099,EMP00179,Advance Payment,2023-04-21 00:00:00,2023-04-27 00:00:00,1210.42,3026.06,1210.42,6657.33,39.86
4058,20250816,2025-08-16 00:00:00,EMP00169,BL001,ACC30001,Bonus,2025-08,Bank Transfer,Paid,14963.71,4,31,62.3,9456.28,Project,,,CC-3049,,EMP00232,EMP00173,,2025-08-21 00:00:00,2025-08-17 00:00:00,945.63,2364.07,945.63,5200.95,1300.24
4059,20250118,2025-01-18 00:00:00,EMP00197,BL005,ACC30001,Bonus,2025-01,Bank Transfer,Paid,8746.3,64,22,95.01,1415.89,Project,,,CC-5476,PROJ-001,EMP00013,EMP00064,Final Settlement,2025-01-22 00:00:00,2025-01-25 00:00:00,141.59,353.97,141.59,778.74,12.17
4060,20250907,2025-09-07 00:00:00,EMP00190,BL003,ACC30001,Salary,2025-09,Bank Transfer,Paid,10117.97,126,6,96.4,7690.69,,,,CC-3955,PROJ-001,EMP00072,EMP00228,Reimbursement,2025-09-09 00:00:00,2025-09-15 00:00:00,769.07,1922.67,769.07,4229.88,33.57
4061,20240901,2024-09-01 00:00:00,EMP00018,BL001,ACC30001,Training,2024-09,Bank Transfer,Paid,9860.56,184,2,44.67,8469.34,,Compliance,,CC-8773,,EMP00072,EMP00244,,2024-09-03 00:00:00,2024-09-05 00:00:00,846.93,2117.34,846.93,4658.14,25.32
4062,20240709,2024-07-09 00:00:00,EMP00003,BL002,ACC30001,Salary,2024-07,Bank Transfer,Paid,10607.51,65,6,53.9,6312.85,,,,CC-1260,PROJ-001,EMP00047,EMP00120,,2024-07-12 00:00:00,2024-07-15 00:00:00,631.29,1578.21,631.29,3472.06,53.42
4063,20240929,2024-09-29 00:00:00,EMP00098,BL003,ACC30001,Salary,2024-09,Bank Transfer,Paid,5311.45,173,4,149.06,12486.39,,,,CC-9882,PROJ-003,EMP00019,EMP00205,,2024-10-03 00:00:00,2024-10-07 00:00:00,1248.64,3121.6,1248.64,6867.51,39.7
4064,20231027,2023-10-27 00:00:00,EMP00080,BL004,ACC30001,Bonus,2023-10,Bank Transfer,Paid,13754.96,17,18,50.34,11823.68,Referral,,,CC-3604,,EMP00147,EMP00038,,2023-10-29 00:00:00,2023-10-28 00:00:00,1182.37,2955.92,1182.37,6503.02,382.53
4065,20230511,2023-05-11 00:00:00,EMP00242,BL002,ACC30001,Bonus,2023-05,Bank Transfer,Paid,11344.4,23,7,139.39,4079.57,Annual,,,CC-9003,,EMP00216,EMP00208,,2023-05-13 00:00:00,2023-05-14 00:00:00,407.96,1019.89,407.96,2243.76,97.55
4066,20230714,2023-07-14 00:00:00,EMP00246,BL001,ACC30001,Salary,2023-07,Bank Transfer,Paid,1112.83,187,35,30.66,5799.89,,,,CC-8944,PROJ-003,EMP00180,EMP00184,,2023-07-20 00:00:00,2023-07-19 00:00:00,579.99,1449.97,579.99,3189.94,17.06
4067,20250118,2025-01-18 00:00:00,EMP00090,BL001,ACC30001,Salary,2025-01,Bank Transfer,Paid,11218.5,82,35,43.79,10936.87,,,,CC-5400,PROJ-001,EMP00079,EMP00047,,2025-01-20 00:00:00,2025-01-20 00:00:00,1093.69,2734.22,1093.69,6015.27,73.36
4068,20240516,2024-05-16 00:00:00,EMP00186,BL005,ACC30001,Commission,2024-05,Bank Transfer,Paid,11804.66,11,30,26.01,2221.58,,,,CC-9108,,EMP00041,EMP00078,,2024-05-19 00:00:00,2024-05-21 00:00:00,222.16,555.4,222.16,1221.86,111.08
4069,20231112,2023-11-12 00:00:00,EMP00211,BL002,ACC30001,Overtime,2023-11,Bank Transfer,Paid,4631.92,95,27,130.34,14987.49,,,,CC-1182,,EMP00242,EMP00179,,2023-11-18 00:00:00,2023-11-17 00:00:00,1498.75,3746.87,1498.75,8243.12,86.77
4070,20240628,2024-06-28 00:00:00,EMP00039,BL001,ACC30001,Training,2024-06,Cash,Paid,3780.66,6,35,46.49,2541.43,,Leadership,,CC-8840,,EMP00226,EMP00038,Final Settlement,2024-07-03 00:00:00,2024-07-01 00:00:00,254.14,635.36,254.14,1397.79,232.96
4071,20230721,2023-07-21 00:00:00,EMP00042,BL002,ACC30001,Training,2023-07,Bank Transfer,Paid,2696.91,22,5,84.02,740.78,,Technical,,CC-7281,,EMP00198,EMP00208,,2023-07-23 00:00:00,2023-07-24 00:00:00,74.08,185.2,74.08,407.42,18.52
4072,20241020,2024-10-20 00:00:00,EMP00115,BL004,ACC30001,Salary,2024-10,Bank Transfer,Paid,11495.57,114,37,128.23,10088.03,,,,CC-2350,PROJ-002,EMP00066,EMP00120,,2024-10-22 00:00:00,2024-10-25 00:00:00,1008.8,2522.01,1008.8,5548.42,48.67
4073,20240817,2024-08-17 00:00:00,EMP00230,BL004,ACC30001,Salary,2024-08,Check,Paid,681.31,144,19,56.24,7544.95,,,,CC-6104,,EMP00060,EMP00239,,2024-08-22 00:00:00,2024-08-26 00:00:00,754.5,1886.24,754.5,4149.71,28.82
4074,20250305,2025-03-05 00:00:00,EMP00225,BL006,ACC30001,Benefits,2025-03,Bank Transfer,Paid,11531.42,149,0,72.06,9056.2,,,,CC-6012,,EMP00041,EMP00038,,2025-03-10 00:00:00,2025-03-09 00:00:00,905.62,2264.05,905.62,4980.91,33.43
4075,20240705,2024-07-05 00:00:00,EMP00152,BL005,ACC30001,Training,2024-07,Bank Transfer,Paid,5885.95,47,8,108.23,12837.37,,Leadership,,CC-8748,,EMP00079,EMP00244,,2024-07-09 00:00:00,2024-07-14 00:00:00,1283.74,3209.34,1283.74,7060.55,150.22
4076,20241102,2024-11-02 00:00:00,EMP00149,BL002,ACC30001,Salary,2024-11,Bank Transfer,Paid,4945.79,104,12,47.8,12832.19,,,,CC-9511,,EMP00063,EMP00205,,2024-11-03 00:00:00,2024-11-04 00:00:00,1283.22,3208.05,1283.22,7057.7,67.86
4077,20250724,2025-07-24 00:00:00,EMP00135,BL003,ACC30001,Benefits,2025-07,Bank Transfer,Pending,11613.87,168,34,50.91,11956.66,,,,CC-8320,,EMP00136,EMP00239,,2025-07-25 00:00:00,2025-07-31 00:00:00,1195.67,2989.16,1195.67,6576.16,39.14
4078,20230924,2023-09-24 00:00:00,EMP00013,BL004,ACC30001,Salary,2023-09,Bank Transfer,Pending,6214.15,104,10,72.41,13832.97,,,,CC-1331,,EMP00161,EMP00139,Reimbursement,2023-09-25 00:00:00,2023-09-29 00:00:00,1383.3,3458.24,1383.3,7608.13,73.16
4079,20250727,2025-07-27 00:00:00,EMP00226,BL002,ACC30001,Overtime,2025-07,Bank Transfer,Pending,2476.97,133,23,126.05,6657.66,,,,CC-9041,,EMP00180,EMP00104,,2025-07-31 00:00:00,2025-08-05 00:00:00,665.77,1664.42,665.77,3661.7,27.53
4080,20251221,2025-12-21 00:00:00,EMP00100,BL003,ACC30001,Salary,2025-12,Bank Transfer,Pending,716.37,83,33,145.65,12346.86,,,,CC-5414,,EMP00076,EMP00038,,2025-12-27 00:00:00,2025-12-28 00:00:00,1234.69,3086.72,1234.69,6790.76,81.82
4081,20250110,2025-01-10 00:00:00,EMP00159,BL001,ACC30001,Travel,2025-01,Bank Transfer,Paid,10964.22,80,39,53.21,5707.55,,,Domestic,CC-4596,PROJ-003,EMP00217,EMP00210,,2025-01-11 00:00:00,2025-01-18 00:00:00,570.76,1426.89,570.76,3139.14,39.24
4082,20251028,2025-10-28 00:00:00,EMP00179,BL002,ACC30001,Salary,2025-10,Bank Transfer,Pending,8019.8,31,2,113.62,3750.84,,,,CC-9735,PROJ-002,EMP00046,EMP00179,,2025-10-31 00:00:00,2025-10-30 00:00:00,375.08,937.71,375.08,2062.97,66.55
4083,20230228,2023-02-28 00:00:00,EMP00034,BL001,ACC30001,Salary,2023-02,Check,Paid,2211.42,75,39,99.29,11138.99,,,,CC-8469,,EMP00193,EMP00239,Final Settlement,2023-03-05 00:00:00,2023-03-02 00:00:00,1113.9,2784.75,1113.9,6126.44,81.69
4084,20241125,2024-11-25 00:00:00,EMP00072,BL002,ACC30001,Commission,2024-11,Cash,Paid,3918.56,89,27,46.05,14659.03,,,,CC-5629,,EMP00223,EMP00016,,2024-12-01 00:00:00,2024-11-28 00:00:00,1465.9,3664.76,1465.9,8062.47,90.59
4085,20241128,2024-11-28 00:00:00,EMP00092,BL005,ACC30001,Salary,2024-11,Bank Transfer,Paid,11151.26,18,21,22.8,11470.79,,,,CC-5467,PROJ-003,EMP00027,EMP00239,,2024-12-03 00:00:00,2024-12-02 00:00:00,1147.08,2867.7,1147.08,6308.93,350.5
4086,20241102,2024-11-02 00:00:00,EMP00148,BL006,ACC30001,Salary,2024-11,Bank Transfer,Paid,4580.98,155,20,41.92,11824.8,,,,CC-6608,,EMP00047,EMP00208,,2024-11-05 00:00:00,2024-11-11 00:00:00,1182.48,2956.2,1182.48,6503.64,41.96
4087,20250309,2025-03-09 00:00:00,EMP00152,BL002,ACC30001,Benefits,2025-03,Bank Transfer,Paid,4875.58,47,14,34.43,9581.62,,,,CC-3166,,EMP00069,EMP00144,,2025-03-13 00:00:00,2025-03-12 00:00:00,958.16,2395.41,958.16,5269.89,112.13
4088,20240909,2024-09-09 00:00:00,EMP00024,BL002,ACC30001,Salary,2024-09,Bank Transfer,Pending,9657.35,177,2,137,4683.27,,,,CC-3065,,EMP00027,EMP00204,,2024-09-13 00:00:00,2024-09-17 00:00:00,468.33,1170.82,468.33,2575.79,14.55
4089,20230726,2023-07-26 00:00:00,EMP00151,BL004,ACC30001,Salary,2023-07,Bank Transfer,Paid,2696.24,197,11,133.67,11813.4,,,,CC-7255,,EMP00063,EMP00188,,2023-07-29 00:00:00,2023-08-03 00:00:00,1181.34,2953.35,1181.34,6497.37,32.98
4090,20230617,2023-06-17 00:00:00,EMP00147,BL006,ACC30001,Salary,2023-06,Bank Transfer,Paid,6038.62,169,1,149.15,6327.27,,,,CC-9444,PROJ-003,EMP00047,EMP00244,,2023-06-22 00:00:00,2023-06-25 00:00:00,632.73,1581.82,632.73,3479.99,20.59
4091,20241217,2024-12-17 00:00:00,EMP00242,BL003,ACC30001,Benefits,2024-12,Bank Transfer,Paid,11185,134,26,85.11,2666.77,,,,CC-7084,,EMP00026,EMP00173,,2024-12-21 00:00:00,2024-12-18 00:00:00,266.68,666.69,266.68,1466.72,10.95
4092,20250420,2025-04-20 00:00:00,EMP00132,BL005,ACC30001,Commission,2025-04,Bank Transfer,Paid,1561.73,70,23,58.2,3961.75,,,,CC-1043,,EMP00226,EMP00016,,2025-04-25 00:00:00,2025-04-26 00:00:00,396.18,990.44,396.18,2178.95,31.13
4093,20230901,2023-09-01 00:00:00,EMP00208,BL004,ACC30001,Salary,2023-09,Bank Transfer,Paid,1990.74,144,20,88.11,5929.56,,,,CC-4636,PROJ-001,EMP00061,EMP00064,,2023-09-03 00:00:00,2023-09-07 00:00:00,592.96,1482.39,592.96,3261.25,22.65
4094,20250102,2025-01-02 00:00:00,EMP00071,BL003,ACC30001,Salary,2025-01,Bank Transfer,On Hold,8618.11,159,0,102.38,1639.81,,,,CC-6144,,EMP00217,EMP00228,Adjustment,2025-01-07 00:00:00,2025-01-09 00:00:00,163.98,409.95,163.98,901.9,5.67
4095,20250409,2025-04-09 00:00:00,EMP00202,BL001,ACC30001,Benefits,2025-04,Bank Transfer,Paid,4743.82,33,1,17.02,14230.67,,,,CC-6277,,EMP00067,EMP00172,Adjustment,2025-04-13 00:00:00,2025-04-12 00:00:00,1423.07,3557.67,1423.07,7826.86,237.18
4096,20250911,2025-09-11 00:00:00,EMP00125,BL003,ACC30001,Salary,2025-09,Bank Transfer,Pending,742.47,145,35,119.99,2395.8,,,,CC-9636,,EMP00069,EMP00182,,2025-09-15 00:00:00,2025-09-12 00:00:00,239.58,598.95,239.58,1317.69,9.09
4097,20240802,2024-08-02 00:00:00,EMP00073,BL005,ACC30001,Salary,2024-08,Bank Transfer,Paid,8320.75,85,2,68.65,13410.64,,,,CC-5214,,EMP00193,EMP00204,,2024-08-07 00:00:00,2024-08-06 00:00:00,1341.06,3352.66,1341.06,7375.86,86.77
4098,20230527,2023-05-27 00:00:00,EMP00028,BL001,ACC30001,Salary,2023-05,Bank Transfer,Paid,10282.9,54,4,97.31,9922.62,,,,CC-3156,,EMP00100,EMP00139,,2023-05-30 00:00:00,2023-06-01 00:00:00,992.26,2480.66,992.26,5457.44,101.06
4099,20241227,2024-12-27 00:00:00,EMP00250,BL003,ACC30001,Salary,2024-12,Bank Transfer,Paid,10542.48,166,38,109.98,9754.59,,,,CC-3368,PROJ-003,EMP00247,EMP00038,,2024-12-29 00:00:00,2025-01-01 00:00:00,975.46,2438.65,975.46,5365.02,32.32
4100,20230512,2023-05-12 00:00:00,EMP00116,BL006,ACC30001,Bonus,2023-05,Bank Transfer,Paid,11600.75,77,32,37.66,7208.22,Project,,,CC-3225,PROJ-001,EMP00098,EMP00053,,2023-05-17 00:00:00,2023-05-20 00:00:00,720.82,1802.06,720.82,3964.52,51.49
4101,20240606,2024-06-06 00:00:00,EMP00149,BL002,ACC30001,Bonus,2024-06,Cash,Paid,12862,178,7,140.25,13044.98,Project,,,CC-4332,,EMP00019,EMP00180,Advance Payment,2024-06-10 00:00:00,2024-06-08 00:00:00,1304.5,3261.24,1304.5,7174.74,40.31
4102,20251112,2025-11-12 00:00:00,EMP00213,BL001,ACC30001,Salary,2025-11,Bank Transfer,Paid,6513.15,65,35,100.03,2630.37,,,,CC-3568,PROJ-001,EMP00205,EMP00064,,2025-11-16 00:00:00,2025-11-21 00:00:00,263.04,657.59,263.04,1446.7,22.26
4103,20230725,2023-07-25 00:00:00,EMP00225,BL006,ACC30001,Benefits,2023-07,Bank Transfer,Paid,10384.37,94,5,91.69,4292.4,,,,CC-6407,,EMP00190,EMP00208,Adjustment,2023-07-26 00:00:00,2023-07-31 00:00:00,429.24,1073.1,429.24,2360.82,25.12
4104,20240206,2024-02-06 00:00:00,EMP00206,BL006,ACC30001,Salary,2024-02,Bank Transfer,Paid,10872.39,12,32,104.06,8200.08,,,,CC-8540,PROJ-003,EMP00054,EMP00016,,2024-02-09 00:00:00,2024-02-12 00:00:00,820.01,2050.02,820.01,4510.04,375.84
4105,20240328,2024-03-28 00:00:00,EMP00011,BL003,ACC30001,Training,2024-03,Bank Transfer,Paid,10364.15,64,2,82.9,13572.17,,Soft Skills,,CC-5581,,EMP00242,EMP00182,,2024-04-02 00:00:00,2024-04-02 00:00:00,1357.22,3393.04,1357.22,7464.69,116.64
4106,20241223,2024-12-23 00:00:00,EMP00032,BL005,ACC30001,Benefits,2024-12,Check,Paid,3791.3,128,16,75.32,9199.09,,,,CC-4915,,EMP00198,EMP00182,,2024-12-29 00:00:00,2024-12-29 00:00:00,919.91,2299.77,919.91,5059.5,39.53
4107,20240125,2024-01-25 00:00:00,EMP00023,BL001,ACC30001,Benefits,2024-01,Bank Transfer,Paid,8942.29,131,9,98.58,11978.54,,,,CC-8197,,EMP00027,EMP00244,,2024-01-29 00:00:00,2024-02-02 00:00:00,1197.85,2994.64,1197.85,6588.2,50.29
4108,20230708,2023-07-08 00:00:00,EMP00052,BL003,ACC30001,Training,2023-07,Bank Transfer,Paid,8029.64,116,21,60.55,4647.16,,Technical,,CC-4423,,EMP00076,EMP00188,,2023-07-11 00:00:00,2023-07-12 00:00:00,464.72,1161.79,464.72,2555.93,22.03
4109,20230917,2023-09-17 00:00:00,EMP00200,BL002,ACC30001,Salary,2023-09,Bank Transfer,Paid,4660.04,99,23,49.98,1481.18,,,,CC-7257,,EMP00121,EMP00157,,2023-09-20 00:00:00,2023-09-21 00:00:00,148.12,370.3,148.12,814.64,8.23
4110,20240407,2024-04-07 00:00:00,EMP00069,BL002,ACC30001,Overtime,2024-04,Bank Transfer,Paid,12182.75,149,25,59.73,3968.76,,,,CC-3942,,EMP00026,EMP00016,Advance Payment,2024-04-08 00:00:00,2024-04-13 00:00:00,396.88,992.19,396.88,2182.81,14.65
4111,20231026,2023-10-26 00:00:00,EMP00124,BL004,ACC30001,Travel,2023-10,Bank Transfer,Paid,14385,170,1,68.41,5664.79,,,International,CC-8068,,EMP00041,EMP00064,,2023-11-01 00:00:00,2023-10-29 00:00:00,566.48,1416.2,566.48,3115.63,18.33
4112,20250605,2025-06-05 00:00:00,EMP00183,BL003,ACC30001,Salary,2025-06,Bank Transfer,Paid,11505.07,148,28,113.65,5147.69,,,,CC-5162,PROJ-001,EMP00232,EMP00210,Adjustment,2025-06-08 00:00:00,2025-06-11 00:00:00,514.77,1286.92,514.77,2831.23,19.13
4113,20240425,2024-04-25 00:00:00,EMP00196,BL006,ACC30001,Salary,2024-04,Bank Transfer,Paid,4743,187,33,47.95,2676.82,,,,CC-5897,PROJ-001,EMP00199,EMP00116,Reimbursement,2024-04-26 00:00:00,2024-04-30 00:00:00,267.68,669.2,267.68,1472.26,7.87
4114,20251208,2025-12-08 00:00:00,EMP00103,BL001,ACC30001,Salary,2025-12,Bank Transfer,Paid,4325.96,80,21,51.16,4350.95,,,,CC-5668,,EMP00069,EMP00210,,2025-12-14 00:00:00,2025-12-11 00:00:00,435.1,1087.74,435.1,2393.01,29.91
4115,20240901,2024-09-01 00:00:00,EMP00220,BL003,ACC30001,Salary,2024-09,Check,Paid,9418.67,66,34,83.21,9888.38,,,,CC-9874,,EMP00198,EMP00172,,2024-09-05 00:00:00,2024-09-02 00:00:00,988.84,2472.09,988.84,5438.61,82.4
4116,20240623,2024-06-23 00:00:00,EMP00011,BL001,ACC30001,Bonus,2024-06,Bank Transfer,On Hold,5935.66,83,30,111.78,6787.21,Annual,,,CC-5536,PROJ-001,EMP00198,EMP00120,,2024-06-28 00:00:00,2024-06-26 00:00:00,678.72,1696.8,678.72,3732.97,44.98
