Budget_ID,Date_ID,Budget_Period,Account_ID,Business_Line_ID,Employee_ID,Budget_Version,Budget_Type,Budget_Category,Cost_Center,Project_Code,Budgeted_Amount,Actual_Amount,Committed_Amount,Forecast_Amount,Budget_Owner,Approval_Status,Approved_By,Notes,Approval_Date,Last_Modified_Date,Variance,Variance_Pct,Available_Budget,Utilization_Pct,Forecast_Variance
4011,20250512,2025-05-12 00:00:00,ACC20002,BL003,EMP00178,V3_Final,Project-Based,Headcount,CC-8901,,30179.27,16540.66,33991.81,84094.59,EMP00112,Approved,EMP00242,,2025-05-19 00:00:00,2025-05-19 00:00:00,-13638.61,-45.19,-3812.54,54.81,53915.32
4012,20230924,2023-09-24 00:00:00,ACC20001,BL005,EMP00034,V1_Original,Quarterly,OPEX,CC-3214,PROJ-002,58864.54,14959.24,8195.7,15675.5,EMP00229,Approved,EMP00121,,2023-10-02 00:00:00,2023-10-12 00:00:00,-43905.3,-74.59,50668.84,25.41,-43189.04
4013,20250315,2025-03-15 00:00:00,ACC30002,BL002,EMP00225,V2_Revised,Monthly,Revenue,CC-6075,,78798.93,46850.24,61058.75,27838.43,EMP00134,Pending,EMP00196,Under Budget,2025-03-24 00:00:00,2025-03-22 00:00:00,-31948.69,-40.54,17740.18,59.46,-50960.5
4014,20240622,2024-06-22 00:00:00,ACC40003,BL006,EMP00189,V2_Revised,Project-Based,OPEX,CC-7072,,20234.25,53687.73,19922.46,47362.58,EMP00101,Approved,EMP00009,,2024-06-29 00:00:00,2024-07-02 00:00:00,33453.48,165.33,311.79,265.33,27128.33
4015,20230831,2023-08-31 00:00:00,ACC30004,BL005,EMP00160,V2_Revised,Monthly,OPEX,CC-2848,,49121.92,10488.46,58269.19,90954.21,EMP00215,Draft,EMP00223,,2023-09-12 00:00:00,2023-09-23 00:00:00,-38633.46,-78.65,-9147.27,21.35,41832.29
4016,20250826,2025-08-26 00:00:00,ACC20001,BL002,EMP00059,V2_Revised,Quarterly,Headcount,CC-2443,,59200.99,4517.18,7367.52,94051.85,EMP00013,Rejected,EMP00063,Under Budget,2025-09-04 00:00:00,2025-09-09 00:00:00,-54683.81,-92.37,51833.47,7.63,34850.86
4017,20250729,2025-07-29 00:00:00,ACC30004,BL001,EMP00096,V2_Revised,Annual,Revenue,CC-3978,PROJ-001,52414.49,10709.52,90968.12,76228.88,EMP00202,Rejected,EMP00060,,2025-08-05 00:00:00,2025-08-10 00:00:00,-41704.97,-79.57,-38553.63,20.43,23814.39
4018,20231007,2023-10-07 00:00:00,ACC30001,BL006,EMP00175,V1_Original,Monthly,CAPEX,CC-8330,,5126.22,30637.48,58847.39,81174.22,EMP00134,Approved,EMP00216,,2023-10-12 00:00:00,2023-10-14 00:00:00,25511.26,497.66,-53721.17,597.66,76048
4019,20250119,2025-01-19 00:00:00,ACC30004,BL004,EMP00225,V1_Original,Annual,Revenue,CC-9272,PROJ-002,77965.34,6023.91,92427.47,27836.58,EMP00206,Approved,EMP00019,,2025-01-23 00:00:00,2025-02-04 00:00:00,-71941.43,-92.27,-14462.13,7.73,-50128.76
4020,20250207,2025-02-07 00:00:00,ACC40001,BL002,EMP00069,V3_Final,Project-Based,Revenue,CC-7234,,76829.63,25430.18,39093.04,32213.91,EMP00128,Approved,EMP00061,Under Budget,2025-02-10 00:00:00,2025-02-12 00:00:00,-51399.45,-66.9,37736.59,33.1,-44615.72
4021,20230901,2023-09-01 00:00:00,ACC60001,BL003,EMP00119,V2_Revised,Monthly,OPEX,CC-2594,PROJ-002,90217.36,13383.1,76328.55,89960.56,EMP00180,Approved,EMP00199,Needs Review,2023-09-07 00:00:00,2023-09-19 00:00:00,-76834.26,-85.17,13888.81,14.83,-256.8
4022,20240115,2024-01-15 00:00:00,ACC40002,BL001,EMP00080,V1_Original,Quarterly,OPEX,CC-4480,,65159.53,106222.05,28559.78,40342.89,EMP00197,Approved,EMP00223,,2024-01-20 00:00:00,2024-01-26 00:00:00,41062.52,63.02,36599.75,163.02,-24816.64
4023,20240627,2024-06-27 00:00:00,ACC30003,BL001,EMP00032,V3_Final,Quarterly,Revenue,CC-8720,,60244.18,21039.15,54534.03,81672.61,EMP00091,Approved,EMP00216,Over Budget,2024-07-02 00:00:00,2024-07-13 00:00:00,-39205.03,-65.08,5710.15,34.92,21428.43
4024,20230917,2023-09-17 00:00:00,ACC30004,BL004,EMP00192,V2_Revised,Monthly,OPEX,CC-9507,,5177.04,34159.15,16904.11,37359.06,EMP00190,Approved,EMP00047,,2023-09-19 00:00:00,2023-10-10 00:00:00,28982.11,559.82,-11727.07,659.82,32182.02
4025,20250515,2025-05-15 00:00:00,ACC50002,BL006,EMP00250,V1_Original,Monthly,OPEX,CC-7347,PROJ-001,79666.74,38891.74,35568.3,21159,EMP00034,Approved,EMP00046,,2025-05-25 00:00:00,2025-05-24 00:00:00,-40775,-51.18,44098.44,48.82,-58507.74
4026,20250803,2025-08-03 00:00:00,ACC30004,BL005,EMP00194,V3_Final,Annual,Revenue,CC-2251,,7056.53,59259.83,64871.84,87660.16,EMP00003,Approved,EMP00205,,2025-08-07 00:00:00,2025-08-15 00:00:00,52203.3,739.79,-57815.31,839.79,80603.63
4027,20250105,2025-01-05 00:00:00,ACC20001,BL001,EMP00143,V1_Original,Annual,OPEX,CC-3543,,87827.75,74576.19,78476.91,66118.59,EMP00085,Approved,EMP00193,,2025-01-10 00:00:00,2025-01-23 00:00:00,-13251.56,-15.09,9350.84,84.91,-21709.16
4028,20251122,2025-11-22 00:00:00,ACC30003,BL005,EMP00007,V1_Original,Annual,OPEX,CC-2522,,41273.76,105607.32,31956.64,60266.72,EMP00014,Approved,EMP00061,,2025-11-29 00:00:00,2025-12-13 00:00:00,64333.56,155.87,9317.12,255.87,18992.96
4029,20251214,2025-12-14 00:00:00,ACC30002,BL004,EMP00074,V3_Final,Annual,OPEX,CC-8653,PROJ-002,99792.56,85076.2,48729.18,98767.87,EMP00103,Approved,EMP00069,,2025-12-15 00:00:00,2025-12-15 00:00:00,-14716.36,-14.75,51063.38,85.25,-1024.69
4030,20250919,2025-09-19 00:00:00,ACC50002,BL003,EMP00176,V2_Revised,Rolling,OPEX,CC-3462,,23904.89,76313.96,83598.63,82303.12,EMP00179,Approved,EMP00145,,2025-09-20 00:00:00,2025-09-23 00:00:00,52409.07,219.24,-59693.74,319.24,58398.23
4031,20230607,2023-06-07 00:00:00,ACC40003,BL005,EMP00149,V3_Final,Monthly,OPEX,CC-6973,PROJ-001,43696.99,8636.23,5115.54,102299.43,EMP00049,Approved,EMP00205,,2023-06-12 00:00:00,2023-07-06 00:00:00,-35060.76,-80.24,38581.45,19.76,58602.44
4032,20240307,2024-03-07 00:00:00,ACC40001,BL005,EMP00059,V3_Final,Annual,Revenue,CC-9797,PROJ-003,24685.71,19480.11,74072.95,73159.89,EMP00039,Draft,EMP00047,,2024-03-16 00:00:00,2024-04-01 00:00:00,-5205.6,-21.09,-49387.24,78.91,48474.18
4033,20250903,2025-09-03 00:00:00,ACC40003,BL002,EMP00245,V3_Final,Annual,OPEX,CC-7554,PROJ-003,6772.69,93872,18258.8,14419.56,EMP00041,Approved,EMP00027,,2025-09-10 00:00:00,2025-09-22 00:00:00,87099.31,1286.04,-11486.11,1386.04,7646.87
4034,20230504,2023-05-04 00:00:00,ACC60001,BL001,EMP00119,V2_Revised,Project-Based,OPEX,CC-5429,PROJ-002,89853.37,20661.92,89818.05,100959.53,EMP00016,Approved,EMP00190,,2023-05-15 00:00:00,2023-05-11 00:00:00,-69191.45,-77,35.32,23,11106.16
4035,20240319,2024-03-19 00:00:00,ACC30003,BL001,EMP00237,V2_Revised,Monthly,OPEX,CC-5946,PROJ-002,69619.5,23811.61,69795.93,61320.46,EMP00228,Pending,EMP00082,,2024-03-21 00:00:00,2024-03-24 00:00:00,-45807.89,-65.8,-176.43,34.2,-8299.04
4036,20250711,2025-07-11 00:00:00,ACC40001,BL003,EMP00165,V2_Revised,Quarterly,OPEX,CC-5799,PROJ-002,29474.85,13039.9,40165.95,33484.53,EMP00211,Approved,EMP00217,,2025-07-13 00:00:00,2025-08-02 00:00:00,-16434.95,-55.76,-10691.1,44.24,4009.68
4037,20231007,2023-10-07 00:00:00,ACC40001,BL005,EMP00066,V2_Revised,Quarterly,CAPEX,CC-8752,,95541.41,86090.48,9032.17,79056.29,EMP00207,Approved,EMP00161,,2023-10-14 00:00:00,2023-10-17 00:00:00,-9450.93,-9.89,86509.24,90.11,-16485.12
4038,20230407,2023-04-07 00:00:00,ACC30002,BL004,EMP00250,V2_Revised,Monthly,Headcount,CC-3345,,42400.4,69659.59,16414.23,68329.14,EMP00091,Approved,EMP00190,,2023-04-15 00:00:00,2023-04-22 00:00:00,27259.19,64.29,25986.17,164.29,25928.74
4039,20230803,2023-08-03 00:00:00,ACC40002,BL006,EMP00200,V1_Original,Annual,OPEX,CC-5337,PROJ-002,35738.97,22970.73,15597.7,90891.68,EMP00149,Pending,EMP00072,,2023-08-12 00:00:00,2023-08-04 00:00:00,-12768.24,-35.73,20141.27,64.27,55152.71
4040,20231126,2023-11-26 00:00:00,ACC60001,BL004,EMP00148,V1_Original,Project-Based,OPEX,CC-3983,,41632.95,21131.54,67854.44,30132.16,EMP00050,Approved,EMP00063,,2023-11-29 00:00:00,2023-11-28 00:00:00,-20501.41,-49.24,-26221.49,50.76,-11500.79
4041,20251121,2025-11-21 00:00:00,ACC20001,BL002,EMP00250,V1_Original,Monthly,OPEX,CC-8518,,73978.8,91160.98,34862.54,5646.97,EMP00231,Approved,EMP00009,Under Budget,2025-11-29 00:00:00,2025-12-06 00:00:00,17182.18,23.23,39116.26,123.23,-68331.83
4042,20240604,2024-06-04 00:00:00,ACC40002,BL005,EMP00059,V3_Final,Quarterly,Revenue,CC-6400,PROJ-003,22705.72,95246.59,45014.41,69669.22,EMP00028,Pending,EMP00205,,2024-06-13 00:00:00,2024-06-06 00:00:00,72540.87,319.48,-22308.69,419.48,46963.5
4043,20230119,2023-01-19 00:00:00,ACC30001,BL004,EMP00086,V2_Revised,Project-Based,OPEX,CC-1676,,44017.42,95960.22,18943.63,91208.96,EMP00230,Approved,EMP00079,,2023-01-22 00:00:00,2023-02-10 00:00:00,51942.8,118.01,25073.79,218.01,47191.54
4044,20230707,2023-07-07 00:00:00,ACC40003,BL004,EMP00149,V2_Revised,Quarterly,OPEX,CC-2059,PROJ-002,98012.87,83244.53,55449.03,63741.33,EMP00108,Approved,EMP00190,,2023-07-10 00:00:00,2023-07-17 00:00:00,-14768.34,-15.07,42563.84,84.93,-34271.54
4045,20240222,2024-02-22 00:00:00,ACC30002,BL001,EMP00110,V1_Original,Project-Based,OPEX,CC-1556,,40881.01,105632.05,72534.42,43822.03,EMP00174,Approved,EMP00020,,2024-02-29 00:00:00,2024-03-11 00:00:00,64751.04,158.39,-31653.41,258.39,2941.02
4046,20230728,2023-07-28 00:00:00,ACC20002,BL002,EMP00073,V2_Revised,Quarterly,Headcount,CC-3481,,46681.1,100316.96,25984.67,72167.43,EMP00115,Approved,EMP00216,,2023-07-31 00:00:00,2023-08-05 00:00:00,53635.86,114.9,20696.43,214.9,25486.33
4047,20240822,2024-08-22 00:00:00,ACC40002,BL003,EMP00237,V2_Revised,Annual,Headcount,CC-8942,,78754.09,58364.56,79711.03,15486.24,EMP00093,Approved,EMP00046,,2024-08-25 00:00:00,2024-08-24 00:00:00,-20389.53,-25.89,-956.94,74.11,-63267.85
4048,20250628,2025-06-28 00:00:00,ACC10001,BL002,EMP00008,V2_Revised,Annual,OPEX,CC-4415,,24812.84,91981.93,4076.48,52486.54,EMP00151,Approved,EMP00080,,2025-06-29 00:00:00,2025-07-13 00:00:00,67169.09,270.7,20736.36,370.7,27673.7
4049,20230331,2023-03-31 00:00:00,ACC10001,BL005,EMP00203,V1_Original,Annual,Revenue,CC-1329,,89032.69,37439.4,86130.56,64384.85,EMP00027,Pending,EMP00247,Over Budget,2023-04-10 00:00:00,2023-04-29 00:00:00,-51593.29,-57.95,2902.13,42.05,-24647.84
4050,20240112,2024-01-12 00:00:00,ACC10002,BL003,EMP00008,V2_Revised,Monthly,OPEX,CC-3332,,72028.44,64296.75,69128.33,25717.76,EMP00003,Approved,EMP00078,Under Budget,2024-01-23 00:00:00,2024-01-31 00:00:00,-7731.69,-10.73,2900.11,89.27,-46310.68
4051,20240121,2024-01-21 00:00:00,ACC20001,BL002,EMP00135,V3_Final,Rolling,CAPEX,CC-5310,PROJ-003,9196.65,100889.84,34299.11,55884.72,EMP00084,Approved,EMP00026,Under Budget,2024-01-26 00:00:00,2024-02-02 00:00:00,91693.19,997.03,-25102.46,1097.03,46688.07
4052,20251110,2025-11-10 00:00:00,ACC10001,BL004,EMP00019,V2_Revised,Quarterly,Revenue,CC-5075,,42493.42,808.11,78949.92,27463.12,EMP00201,Draft,EMP00060,Needs Review,2025-11-13 00:00:00,2025-11-16 00:00:00,-41685.31,-98.1,-36456.5,1.9,-15030.3
4053,20240603,2024-06-03 00:00:00,ACC40001,BL003,EMP00040,V2_Revised,Monthly,CAPEX,CC-4090,,30960.87,20707.24,32880.86,18984.73,EMP00179,Approved,EMP00061,Over Budget,2024-06-10 00:00:00,2024-06-07 00:00:00,-10253.63,-33.12,-1919.99,66.88,-11976.14
4054,20250521,2025-05-21 00:00:00,ACC40002,BL002,EMP00176,V1_Original,Project-Based,OPEX,CC-4508,PROJ-002,19691.47,32700.49,61623.12,44648.07,EMP00049,Draft,EMP00222,,2025-05-29 00:00:00,2025-06-15 00:00:00,13009.02,66.06,-41931.65,166.06,24956.6
4055,20250923,2025-09-23 00:00:00,ACC60001,BL005,EMP00250,V3_Final,Quarterly,OPEX,CC-2035,,95703.66,11348.34,3528.63,66904.92,EMP00139,Approved,EMP00013,,2025-10-04 00:00:00,2025-10-16 00:00:00,-84355.32,-88.14,92175.03,11.86,-28798.74
4056,20231020,2023-10-20 00:00:00,ACC40002,BL006,EMP00200,V1_Original,Monthly,OPEX,CC-9886,PROJ-003,52079.67,38865.02,26899.23,74108.67,EMP00163,Approved,EMP00217,,2023-10-27 00:00:00,2023-10-31 00:00:00,-13214.65,-25.37,25180.44,74.63,22029
4057,20250407,2025-04-07 00:00:00,ACC30002,BL004,EMP00243,V3_Final,Quarterly,OPEX,CC-2408,,80725.31,58178.31,18097.3,28685.6,EMP00061,Approved,EMP00217,Needs Review,2025-04-15 00:00:00,2025-04-16 00:00:00,-22547,-27.93,62628.01,72.07,-52039.71
4058,20240120,2024-01-20 00:00:00,ACC50001,BL003,EMP00086,V3_Final,Annual,OPEX,CC-4535,,37393.92,37834.93,69410.42,35741.76,EMP00085,Approved,EMP00147,Over Budget,2024-02-01 00:00:00,2024-02-11 00:00:00,441.01,1.18,-32016.5,101.18,-1652.16
4059,20231103,2023-11-03 00:00:00,ACC40003,BL004,EMP00122,V3_Final,Quarterly,OPEX,CC-2619,,99673.3,66804.29,83025.49,53605.18,EMP00044,Draft,EMP00136,,2023-11-16 00:00:00,2023-11-23 00:00:00,-32869.01,-32.98,16647.81,67.02,-46068.12
4060,20250602,2025-06-02 00:00:00,ACC40001,BL006,EMP00203,V2_Revised,Project-Based,OPEX,CC-7275,,21462.47,46090.05,5308.18,17914.12,EMP00081,Rejected,EMP00190,,2025-06-13 00:00:00,2025-06-23 00:00:00,24627.58,114.75,16154.29,214.75,-3548.35
4061,20250223,2025-02-23 00:00:00,ACC10001,BL004,EMP00163,V2_Revised,Rolling,CAPEX,CC-3090,,47603.12,15824.59,7915.17,17428.19,EMP00070,Approved,EMP00217,On Track,2025-03-09 00:00:00,2025-03-18 00:00:00,-31778.53,-66.76,39687.95,33.24,-30174.93
4062,20230426,2023-04-26 00:00:00,ACC60001,BL005,EMP00135,V1_Original,Monthly,OPEX,CC-7950,,68000.25,37592,68040.45,45015.77,EMP00004,Approved,EMP00093,,2023-04-28 00:00:00,2023-04-26 00:00:00,-30408.25,-44.72,-40.2,55.28,-22984.48
4063,20240903,2024-09-03 00:00:00,ACC10002,BL002,EMP00135,V1_Original,Quarterly,OPEX,CC-2976,,7025.73,78915.49,33009.83,30250.53,EMP00113,Approved,EMP00161,,2024-09-13 00:00:00,2024-09-27 00:00:00,71889.76,1023.24,-25984.1,1123.24,23224.8
4064,20250224,2025-02-24 00:00:00,ACC30004,BL006,EMP00048,V3_Final,Annual,CAPEX,CC-5838,,48156.36,91167.82,11013.94,73916.12,EMP00220,Pending,EMP00161,,2025-03-09 00:00:00,2025-03-09 00:00:00,43011.46,89.32,37142.42,189.32,25759.76
4065,20241112,2024-11-12 00:00:00,ACC50002,BL005,EMP00177,V2_Revised,Project-Based,CAPEX,CC-8534,,2175.06,48513.26,38006.91,57938.07,EMP00011,Pending,EMP00098,,2024-11-24 00:00:00,2024-11-22 00:00:00,46338.2,2130.43,-35831.85,2230.43,55763.01
4066,20250331,2025-03-31 00:00:00,ACC10002,BL002,EMP00039,V3_Final,Annual,OPEX,CC-1561,,18480.72,41762.26,90076,11832.84,EMP00011,Approved,EMP00233,,2025-04-07 00:00:00,2025-04-10 00:00:00,23281.54,125.98,-71595.28,225.98,-6647.88
4067,20230728,2023-07-28 00:00:00,ACC30003,BL005,EMP00097,V2_Revised,Monthly,Revenue,CC-4576,PROJ-002,28468.68,41483.34,79039,28375.54,EMP00139,Approved,EMP00027,,2023-08-02 00:00:00,2023-08-21 00:00:00,13014.66,45.72,-50570.32,145.72,-93.14
4068,20250923,2025-09-23 00:00:00,ACC10002,BL001,EMP00212,V2_Revised,Monthly,OPEX,CC-8052,,93749.42,50493.77,38419.29,104748.41,EMP00177,Draft,EMP00093,,2025-10-06 00:00:00,2025-10-18 00:00:00,-43255.65,-46.14,55330.13,53.86,10998.99
4069,20230704,2023-07-04 00:00:00,ACC60001,BL001,EMP00008,V3_Final,Project-Based,Headcount,CC-7042,PROJ-003,11096.02,36837.08,29356.38,77120.05,EMP00204,Pending,EMP00076,,2023-07-10 00:00:00,2023-07-06 00:00:00,25741.06,231.98,-18260.36,331.98,66024.03
4070,20250820,2025-08-20 00:00:00,ACC10002,BL003,EMP00250,V3_Final,Quarterly,Revenue,CC-7671,,61347.73,15070.18,57532.61,100183.55,EMP00172,Approved,EMP00226,,2025-09-01 00:00:00,2025-09-09 00:00:00,-46277.55,-75.43,3815.12,24.57,38835.82
4071,20251101,2025-11-01 00:00:00,ACC10001,BL002,EMP00203,V2_Revised,Quarterly,OPEX,CC-8471,PROJ-002,61995.09,102523.13,68203.38,52667.54,EMP00119,Pending,EMP00113,,2025-11-02 00:00:00,2025-11-19 00:00:00,40528.04,65.37,-6208.29,165.37,-9327.55
4072,20251213,2025-12-13 00:00:00,ACC40003,BL003,EMP00142,V2_Revised,Annual,Revenue,CC-6799,,16187.25,71010.44,38319.86,39177.97,EMP00157,Approved,EMP00076,,2025-12-15 00:00:00,2025-12-25 00:00:00,54823.19,338.68,-22132.61,438.68,22990.72
4073,20250516,2025-05-16 00:00:00,ACC40003,BL002,EMP00034,V2_Revised,Annual,Headcount,CC-4586,PROJ-001,7596.9,85962.39,22330.66,42040.42,EMP00245,Approved,EMP00145,,2025-05-24 00:00:00,2025-05-19 00:00:00,78365.49,1031.55,-14733.76,1131.55,34443.52
4074,20251004,2025-10-04 00:00:00,ACC20001,BL003,EMP00119,V1_Original,Quarterly,Revenue,CC-1972,,80833.9,18836.78,88304.72,53712.24,EMP00003,Approved,EMP00082,,2025-10-14 00:00:00,2025-10-28 00:00:00,-61997.12,-76.7,-7470.82,23.3,-27121.66
4075,20230507,2023-05-07 00:00:00,ACC20001,BL001,EMP00215,V1_Original,Annual,OPEX,CC-5262,,28893.39,32697.14,45582.46,34461.08,EMP00053,Approved,EMP00222,,2023-05-20 00:00:00,2023-06-03 00:00:00,3803.75,13.16,-16689.07,113.16,5567.69
4076,20240315,2024-03-15 00:00:00,ACC50001,BL002,EMP00025,V2_Revised,Project-Based,Headcount,CC-7456,,1478.58,33706.46,64145.17,62810.5,EMP00152,Pending,EMP00217,,2024-03-17 00:00:00,2024-04-11 00:00:00,32227.88,2179.65,-62666.59,2279.65,61331.92
4077,20241218,2024-12-18 00:00:00,ACC40002,BL005,EMP00048,V2_Revised,Quarterly,CAPEX,CC-4556,,75926.25,21360.07,76595.03,27809.92,EMP00224,Approved,EMP00198,Needs Review,2024-12-26 00:00:00,2024-12-19 00:00:00,-54566.18,-71.87,-668.78,28.13,-48116.33
4078,20250627,2025-06-27 00:00:00,ACC40001,BL001,EMP00245,V3_Final,Annual,OPEX,CC-4249,PROJ-002,52393.71,63222.88,76962.91,50810.81,EMP00249,Rejected,EMP00026,Over Budget,2025-07-07 00:00:00,2025-07-12 00:00:00,10829.17,20.67,-24569.2,120.67,-1582.9
4079,20240120,2024-01-20 00:00:00,ACC10001,BL001,EMP00160,V2_Revised,Quarterly,OPEX,CC-1574,,66579.96,76699.85,71496.01,63982.08,EMP00082,Rejected,EMP00145,,2024-02-03 00:00:00,2024-01-21 00:00:00,10119.89,15.2,-4916.05,115.2,-2597.88
4080,20231103,2023-11-03 00:00:00,ACC30003,BL003,EMP00080,V2_Revised,Quarterly,OPEX,CC-8444,,32341.71,33932.65,19845.11,100052.86,EMP00137,Rejected,EMP00020,,2023-11-16 00:00:00,2023-11-14 00:00:00,1590.94,4.92,12496.6,104.92,67711.15
4081,20231111,2023-11-11 00:00:00,ACC50002,BL002,EMP00073,V2_Revised,Quarterly,Revenue,CC-9888,,49842.63,76680.89,63210.59,31118.38,EMP00034,Draft,EMP00093,,2023-11-24 00:00:00,2023-11-22 00:00:00,26838.26,53.85,-13367.96,153.85,-18724.25
4082,20250928,2025-09-28 00:00:00,ACC30003,BL006,EMP00189,V3_Final,Quarterly,Revenue,CC-2462,PROJ-002,7807.52,18039.51,25451.36,30960.54,EMP00178,Approved,EMP00013,,2025-10-11 00:00:00,2025-10-27 00:00:00,10231.99,131.05,-17643.84,231.05,23153.02
4083,20251001,2025-10-01 00:00:00,ACC30003,BL002,EMP00165,V2_Revised,Quarterly,Revenue,CC-7369,PROJ-001,19048.06,48351.93,67297.47,56055.59,EMP00224,Approved,EMP00161,,2025-10-11 00:00:00,2025-10-04 00:00:00,29303.87,153.84,-48249.41,253.84,37007.53
4084,20250919,2025-09-19 00:00:00,ACC40003,BL004,EMP00209,V2_Revised,Annual,CAPEX,CC-7101,,87006.87,86507.18,69189.5,101256.94,EMP00192,Approved,EMP00093,,2025-10-02 00:00:00,2025-10-04 00:00:00,-499.69,-0.57,17817.37,99.43,14250.07
4085,20250503,2025-05-03 00:00:00,ACC30004,BL002,EMP00245,V2_Revised,Monthly,OPEX,CC-2086,PROJ-003,36419.6,71718.48,49896.91,96906.88,EMP00104,Approved,EMP00080,,2025-05-10 00:00:00,2025-05-31 00:00:00,35298.88,96.92,-13477.31,196.92,60487.28
4086,20250303,2025-03-03 00:00:00,ACC30002,BL001,EMP00040,V1_Original,Quarterly,Revenue,CC-5326,,49520.81,101646.7,57839.04,67614.55,EMP00127,Rejected,EMP00205,Under Budget,2025-03-07 00:00:00,2025-03-08 00:00:00,52125.89,105.26,-8318.23,205.26,18093.74
4087,20231019,2023-10-19 00:00:00,ACC50002,BL003,EMP00025,V1_Original,Annual,OPEX,CC-6167,,93038.54,47553.57,54067.33,101392.94,EMP00124,Approved,EMP00046,,2023-10-23 00:00:00,2023-10-22 00:00:00,-45484.97,-48.89,38971.21,51.11,8354.4
4088,20251211,2025-12-11 00:00:00,ACC50002,BL001,EMP00194,V2_Revised,Monthly,Revenue,CC-7912,,70503.53,56357.27,6794.47,89322.88,EMP00198,Approved,EMP00232,,2025-12-14 00:00:00,2025-12-17 00:00:00,-14146.26,-20.06,63709.06,79.94,18819.35
4089,20230216,2023-02-16 00:00:00,ACC30004,BL006,EMP00077,V1_Original,Monthly,CAPEX,CC-1181,PROJ-003,6646.72,17620.83,13539.02,39087.58,EMP00224,Approved,EMP00100,,2023-02-26 00:00:00,2023-03-14 00:00:00,10974.11,165.11,-6892.3,265.11,32440.86
4090,20240724,2024-07-24 00:00:00,ACC20001,BL001,EMP00074,V3_Final,Monthly,Headcount,CC-4068,PROJ-001,48823.92,19820.53,18463.42,8865.44,EMP00048,Draft,EMP00061,Under Budget,2024-08-05 00:00:00,2024-07-30 00:00:00,-29003.39,-59.4,30360.5,40.6,-39958.48
4091,20240122,2024-01-22 00:00:00,ACC30004,BL004,EMP00163,V2_Revised,Annual,OPEX,CC-6194,PROJ-002,61504.37,87715.41,37466.65,78821.09,EMP00085,Rejected,EMP00233,,2024-01-23 00:00:00,2024-02-01 00:00:00,26211.04,42.62,24037.72,142.62,17316.72
4092,20241227,2024-12-27 00:00:00,ACC30004,BL004,EMP00114,V3_Final,Quarterly,OPEX,CC-4176,,23175.78,60962.45,19514.94,48385.38,EMP00220,Approved,EMP00060,On Track,2025-01-04 00:00:00,2025-01-17 00:00:00,37786.67,163.04,3660.84,263.04,25209.6
4093,20251030,2025-10-30 00:00:00,ACC30004,BL003,EMP00048,V1_Original,Project-Based,CAPEX,CC-2881,PROJ-001,32397.77,38374.13,8729.67,20849.73,EMP00064,Pending,EMP00009,Under Budget,2025-11-01 00:00:00,2025-11-26 00:00:00,5976.36,18.45,23668.1,118.45,-11548.04
4094,20230523,2023-05-23 00:00:00,ACC10001,BL004,EMP00122,V2_Revised,Quarterly,Headcount,CC-7625,,16614.48,102205.48,55467.67,70315.09,EMP00099,Approved,EMP00190,On Track,2023-06-05 00:00:00,2023-06-20 00:00:00,85591,515.16,-38853.19,615.16,53700.61
4095,20231005,2023-10-05 00:00:00,ACC10002,BL004,EMP00025,V3_Final,Annual,OPEX,CC-8845,,20779.07,36674.57,35227.53,24315.08,EMP00133,Approved,EMP00222,,2023-10-17 00:00:00,2023-11-02 00:00:00,15895.5,76.5,-14448.46,176.5,3536.01
4096,20240110,2024-01-10 00:00:00,ACC30002,BL003,EMP00007,V2_Revised,Annual,Revenue,CC-8599,,3666.35,106828.51,78819.05,38910.46,EMP00224,Approved,EMP00199,,2024-01-23 00:00:00,2024-01-10 00:00:00,103162.16,2813.76,-75152.7,2913.76,35244.11
4097,20240228,2024-02-28 00:00:00,ACC60001,BL001,EMP00110,V2_Revised,Quarterly,Revenue,CC-8524,,61348.7,80720.78,82215.66,59930.72,EMP00013,Approved,EMP00042,,2024-03-02 00:00:00,2024-03-24 00:00:00,19372.08,31.58,-20866.96,131.58,-1417.98
4098,20230408,2023-04-08 00:00:00,ACC20002,BL004,EMP00237,V2_Revised,Monthly,OPEX,CC-8271,,24968.23,36420.17,30280.08,83244.22,EMP00231,Pending,EMP00026,,2023-04-11 00:00:00,2023-04-30 00:00:00,11451.94,45.87,-5311.85,145.87,58275.99
4099,20230808,2023-08-08 00:00:00,ACC50002,BL002,EMP00073,V2_Revised,Quarterly,OPEX,CC-6823,,91149.94,55046.54,79382.53,50295.44,EMP00107,Approved,EMP00069,,2023-08-17 00:00:00,2023-08-24 00:00:00,-36103.4,-39.61,11767.41,60.39,-40854.5
4100,20240721,2024-07-21 00:00:00,ACC20001,BL006,EMP00175,V2_Revised,Rolling,CAPEX,CC-4063,,95045.16,4518.27,20899.5,5943.35,EMP00200,Approved,EMP00047,Over Budget,2024-08-01 00:00:00,2024-07-25 00:00:00,-90526.89,-95.25,74145.66,4.75,-89101.81
4101,20230506,2023-05-06 00:00:00,ACC40001,BL001,EMP00119,V3_Final,Monthly,OPEX,CC-5723,,74425.15,2610.58,1640.84,68509.94,EMP00231,Approved,EMP00147,,2023-05-08 00:00:00,2023-05-29 00:00:00,-71814.57,-96.49,72784.31,3.51,-5915.21
